"document_link","dropdown_texts"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7775f557edfbd1f5c1256fa2005a4b95?OpenDocument","Grisignana d'Istria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/77d0bb95e5e6e1a4c1256fac00402efd?OpenDocument","Santa Maria Oliveto (Pozzilli)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/77eac14810c2aba7c1256f9a0047cead?OpenDocument","Castella (Isola Capo Rizzuto)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7853df6577416b62c1256fac004019fe?OpenDocument","Saint Trivier de Courtes, Saint Trivier de Cortoux"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/789b2ee5cb90b115c1256fa3005fe2ac?OpenDocument","Mègéve"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/791dbd84fac60cbdc1256fa3005ee662?OpenDocument","Laterina"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7a60a02ae3de269bc1256f9a00405f37?OpenDocument","Axillianum, Assiano (Milano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7a9872a9f23d1161c1256fa300601f5c?OpenDocument","Montecalvo (Acquasanta e Valle Castellana), Montecalvi"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7b0df3b93ff76560c1256fa40048d661?OpenDocument","Usonia, Osogna"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7b1b322a69ceefc3c1256f3b004d20f0?OpenDocument","Taberna"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7b8da4508388d67ac1256fa300602a58?OpenDocument","Monterolo (Pergola)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7c7d72381711f38bc1256f9a00427109?OpenDocument","Bulsanum, Bozen, Botzen, Bolzano, Bolgiano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7dc9c0c006b136bcc1256fac003ef3d9?OpenDocument","Rocca di Tintinnano, Rocca d'Orcia (Castiglione d'Orcia), Arcis de Tintinano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7e3189a4180b5385c125709000508d5a?OpenDocument","Piediluco (Terni), Pedislucus"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7e6b9798ca629e59c1256fac004041a6?OpenDocument","Serra Pistoiese (Marliana)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7eaeea6b811af905c1256fac004019b9?OpenDocument","Saint Jeoire en Faucigny"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7ecb917bc9cfb272c1256f3b004d21ad?OpenDocument","Valsugana, Telvana"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7f6634282d147087c1256f9a0047be76?OpenDocument","Capugnano (Porretta Terme)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7f686e17318de8b8c1257091002b6491?OpenDocument","Pont-d'Ain"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7ff45ce55034e754c1256fa40047ea0e?OpenDocument","Leynì, Leiniacum, Laynicum, Laniacum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/80dee646ec8a15f0c1256fac00402b9b?OpenDocument","Sanctus Romulus, San Romolo, San Remo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/80ede8a1cce0bcb6c1256f3b004d31b4?OpenDocument","Treschè Conca (Roana)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/81c5367a51330047c1256f9a0040507d?OpenDocument","Albens"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/829fafbd720536ddc1256f9a0056dfa0?OpenDocument","Corniolo (Santa Sofia)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/842d7ceabab668aac1256fa30068a01d?OpenDocument","Montreux"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84314b3b87c71958c1256f9a0047afa9?OpenDocument","Calpuno (Lurago d'Erba)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84aa0219b2d1698ec1256fa400492156?OpenDocument","Puschlev, Puschlavium, Postlacum, Postclavium, Poschiavo, Pesclavium"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/851c8d54f58fedc1c1256f9a0045431a?OpenDocument","Bulgherum, Bolghieri, Bolgheri (Castagneto Carducci), Bogori"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/855b5b367ce73d6bc1256fa300602448?OpenDocument","Montegnacco (Cassacco), Montagnacco"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8653ad1c535fb171c1256f3b004d2c93?OpenDocument","Traffiume (Cannobio)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/86d9de34907ace06c1256f9a00406491?OpenDocument","Avexa, Avesa (Verona)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/874ec9c5244c0e94c12571d50026f4e7?OpenDocument","Caviano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/87dde75b16587e1ec1256f9a00404c66?OpenDocument","Abondance"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8924295aca601ff6c1256fa400491dfa?OpenDocument","Pont-Canavese, Pons in Canapicio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/892fd8f15cceb658c1256f9a00427225?OpenDocument","Buonacquisto, Bonaquistum, Bonacquisto (Arrone)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/895fbbb343ac9d86c1256fac00403f94?OpenDocument","Sibenicum, Sebenico"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8b1dcbc1996d197ec1256f9a0047b654?OpenDocument","Canavisium, Canavese, Canavasium, Canapicium"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8b75366876c988ecc1256f9a0054cccd?OpenDocument","Cladrezis, Cladrecis (Prepotto)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8c57ba690067929fc1256fac003efe97?OpenDocument","Rue"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8cfabd866d368e8ec1256fa40048e85a?OpenDocument","Panicarola (Castiglione del Lago)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d75e54cf75d79b3c1256f9a0042763e?OpenDocument","Bueglio, Bovelium, Boveglio (Villa Basilica)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d8a626664692b00c1256f3b004d1f68?OpenDocument","Thaium, Thaio, Taio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8fa5cc40824d391dc1256fa2005a53ee?OpenDocument","Intrania, Intragna (Centovalli)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8ff285f89d607db6c1257089002ca42a?OpenDocument","Chambéry, Chamberiacum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/913aa227d662a06fc1256fa300602562?OpenDocument","Montello (Provincia di Treviso)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/914e730f37e4b074c1256f9a0056e822?OpenDocument","Crana (Santa Maria Maggiore)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9177def7c21aaa78c1256f3b004d2e7c?OpenDocument","Trogir, Traù, Tragurium"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91bed82555da193dc1256f9a0047b627?OpenDocument","Canari"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91bf3026e24223f6c1256fac004029d5?OpenDocument","San Martino in Soverzano (Minerbio)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/92c6824ce79d7c1fc1256f9a004224f3?OpenDocument","Barchium, Barchi"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9308681a2ccc3c6dc1256fa300600a63?OpenDocument","Miradolo (San Secondo di Pinerolo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9344c85454224b2cc1256f40003cfc63?OpenDocument","Trsat, Tersatto (Fiume), Tarsatica"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9441e47925896295c1256fa400491ba6?OpenDocument","Policastro Bussentino (Santa Marina), Policastro"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9484feb85072b308c1256f9a0042836d?OpenDocument","Buia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/954cad3fc2cb779fc1256fa300600a74?OpenDocument","Miribel"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/955d875e2de9fc95c1256f9a0056d7a2?OpenDocument","Ceneta, Ceneda (Vittorio Veneto)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/95631d1a50d371cec1256f9a0047bc32?OpenDocument","Justinopolis, Capodistria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/95789f3158f4d32ec1256fa80054244d?OpenDocument","Borgo Panigale (Bologna)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/95ee4622999faf41c1256fa40048f718?OpenDocument","Pelia, Pela, Peglia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/965e2a6ce1836c2ec1256fa2005a48ac?OpenDocument","Giudicarie"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/965ebb928b2930cfc1256fac00405034?OpenDocument","Smarano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/96781e45002f5417c1257a70004e2415?OpenDocument","Usserum, Ossero, Osor, Ausserum, Abserum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/976d302aaf24bcdec1256fac00404024?OpenDocument","Sermidium, Sermide, Sermedium, Sermedi"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9788ab1036850caac1256fa300601f07?OpenDocument","Montebabbio (Castellarano), Monsbabulus"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/97bee8c3e79ee493c1256fac00402f7c?OpenDocument","Santo Stefano d'Ombla"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/97f8ff0d81ec233ac1256fac00403b3e?OpenDocument","Scavolino (Pennabilli)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/99a502f52286642ac1256f9a004228ae?OpenDocument","Beaufort"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a0f85bc958f6c88c1256f9a0047d040?OpenDocument","Castelnuovo d'Elsa (Castelfiorentino)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a1657db8d295517c1256f9a00427f91?OpenDocument","Bresse"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a3c80b865374020c1256fac003eedd7?OpenDocument","Rio Marina"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9ae85ff9344a25e2c1256fa400490bb1?OpenDocument","Piena (Olivetta San Michele), Penna"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9fbc4c3b0f873daac1256f9a004921d3?OpenDocument","Cicignano (Collevecchio)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a0c9256e0e3d9162c1256f9a0054cdb0?OpenDocument","Codiponte (Casola in Lunigiana)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a0de2b7d566b4712c1256fac0040355e?OpenDocument","Saturnia (Manciano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a15e2e02e0050503c1256fa2005a2e5f?OpenDocument","Galata"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a18ab2ce75ee1433c1256f9a0047c4cd?OpenDocument","Casalecchio dei Conti (Castel San Pietro Terme)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a1c0ac52bb961c61c1256fa300601f17?OpenDocument","Montebello (Sogliano al Rubicone)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a2865c7cffd3cd11c1256f9a0047a5e0?OpenDocument","Caderzone"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a329444ae81a2637c1256f9a00405b89?OpenDocument","Arcoveggio (Bologna)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a3b7b01e921f639ec1256fa3005fe52b?OpenDocument","San Donato a Menzano, Menzano (Pian di Scò)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a3cf696c72e0c51dc1256fac004022b8?OpenDocument","San Bartolomeo (San Secondo di Pinerolo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a4a413814ccc1230c1256fa3005c61f9?OpenDocument","Fusine (Posina)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a4d51530764631d7c1256f9a0056d54c?OpenDocument","Cavalpone (Veronella)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a4dce7aba0255d0ac1256fac003eedea?OpenDocument","Ripafratta (San Giuliano Terme)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a54b0f4f98d1b26bc1256fa30060211f?OpenDocument","Montecorvino (Montecorvino Rovella e Montecorvino Pugliano), Mons Corvinus"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a6ee45625074c174c1256fa20059fc14?OpenDocument","Faverges"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a7f98ba3b8960352c1256fa300601750?OpenDocument","Monclassico, Monclasego"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a813133c2c40d985c1256fa300602fe3?OpenDocument","Morges"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a83663db3a1c291ec1256fac00405141?OpenDocument","Sospitello, Sospello"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a8f3211902bc1b3ec1256fa3006017b3?OpenDocument","Mondelli (Ceppo Morelli)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aa047be66ce62b47c1256fac003ef970?OpenDocument","Rotecastello (San Venanzo), Rotacastello"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aa2c64b5efd67502c1256f9a004224e3?OpenDocument","Barbialla (Montaione)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aae5eebb3fea7708c1256fa2005a278f?OpenDocument","Patria Foriulii, Patria del Friuli, Frivoli, Friuli"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aaf1501baff605bbc1256f9a00491705?OpenDocument","Chaumont, Calvus Mons"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aba3aaa8445f9a2dc1256fa40048cf78?OpenDocument","Orgia (Sovicille)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aca41ebbdd5b69f2c1256fac0040297a?OpenDocument","San Martino in Argine (Molinella)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad0cd9298f69a916c1256f9a0047b223?OpenDocument","Sasso d'Iddiano, Sasso Castagneto, Sassiddiano, Camurana, Camorana (Pavullo nel Frignano), Cammorana"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad4b187b465092edc1256fac00402f8a?OpenDocument","Sant'Appiano (Barberino Val d'Elsa)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad54e35f678805d9c1256f40005bcc78?OpenDocument","Termón (Campodenno)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad8498622b8362bec1256fa40048e86d?OpenDocument","Prentium, Parenzo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad87cac5959447d6c1256fac003ef7d5?OpenDocument","Rosato"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/addaf87059c5f65bc1256fac00405411?OpenDocument","Swarçagus, Squarzego (Illasi, Lavagno), Squarzagus, Squarçagus"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ae098444c660cad9c1256fac004032d8?OpenDocument","Sarzanello (Sarzana), Castrum Sarzane"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aec7a854efd2d0d0c1256fa40048e792?OpenDocument","Pallanza, Pallantia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b16b5cf575545d29c1256fa400490cbc?OpenDocument","Plebs a Pinu, Pieve del Pino (Praduro e Sasso)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b2219b437798eb2fc1257089002ce9f4?OpenDocument","Zidanova, Cittanova d'Istria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b22ee2afd0132290c1256f3b004d2120?OpenDocument","Thavon, Tavon (Predaia)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b2315af7f0a14237c1256fac00404f0e?OpenDocument","Simeri, Simari"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b24fe3ea60b03d7bc1256fac0040288d?OpenDocument","San Marino"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b321d82045fc6785c1256fa3005ee576?OpenDocument","Landry"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b327cca03ef8b42fc1256fa300601dc8?OpenDocument","Montalto Ligure"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b39b604e0d79fe71c1256f9a0047d78c?OpenDocument","Castiglioni, Castiglione della Valle (Colledara), Castelleo Vallis"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b3e7f56f5ae791ddc1256fac00401d27?OpenDocument","Salurn, Salorno"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b3ed392a32ad9f67c1256f9a0054ccf9?OpenDocument","Korone, Corone (Pylos Nestoras, Grecia), Corona, Coron"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b4c4f5c4fb468e34c1256fac00403079?OpenDocument","Caviola (Falcade)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b554dfb173b40412c1257091002b3dd9?OpenDocument","Poggio Aquilone (San Venanzo), Podium Aquilonis"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b5c9a48660187c84c1256fa3005fce65?OpenDocument","Malamocco (Venezia)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b5f0c5aaa3559c9cc12570890029f5d1?OpenDocument","Cassano allo Ionio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b6bf30d7c2e1c2acc1256fa400491d55?OpenDocument","Ponte allo Spino"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b72917f18aa95f64c1256fa3006022e4?OpenDocument","Montefeltro, Mons Feretrius, Mons Feletris, Mons Feletranus"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7bf57dce3e64fe0c1256f3b004d2c88?OpenDocument","Tour du Peilz, La Tour du Peilz"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7c1f11478e7dc1ac1256f9a00405cb9?OpenDocument","Arlianum, Arliano (Lucca)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7c74e55fa4c1a8cc1256fac003eeade?OpenDocument","Renazzo (Cento)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7cc7811f4d34ef9c1256f9a0049227d?OpenDocument","Cilentum, Cilento"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b89c3d8256f212d8c1256fac003ee853?OpenDocument","Regium, Reggio Emilia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b8cc9e7ce8337f1cc1256f9a0047b2c4?OpenDocument","Campeggio (Monghidoro)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b8f32638a3c68bf5c1256fac003ef5ff?OpenDocument","Roffeno Musiolo (Castel d'Aiano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b94e61fcd219b2aac1256f9a0056f557?OpenDocument","Daone"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ba456df466c4854ec1256fa400491ff8?OpenDocument","Porto (Castiglione del Lago)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bafa4f1b5e4951fec1256fa3005c602f?OpenDocument","Forno Alpi Graie (Groscavallo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bb1fbecf8e053943c12570890033668a?OpenDocument","Corbières"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bb40a9ef5e237b0dc1256fa4004902a4?OpenDocument","Peschio Constanczo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bb74a3ef993c13cfc1256f9a00422831?OpenDocument","Bastia (Balocco)"
