"document_link","dropdown_texts"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4244419762c2b149c1256fa2005a1e69?OpenDocument","Flumen sancti Viti in Liburnia, Fiume S. Vito, Fiume"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/42c24ba1c7b6fd0dc1256fac004024b4?OpenDocument","Sanctus Florentius, San Fiorenzo, Saint-Florent"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/42f3ec4fc0106caac1256fa3005fcee7?OpenDocument","Malgrate (Villafranca in Lunigiana)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/433a25c697a5b543c1256fa400491aaa?OpenDocument","Puola, Pola"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/43c2949633db51f3c1256fa3005fc6ee?OpenDocument","Lullin"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/43ff5d2f05dbf23cc125708b0045da5e?OpenDocument","Ginevra"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/446b66b676885475c1258bf00038fb99?OpenDocument","Valtellina, Vallis Tellina"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/447e5e4469776107c1256fac003eeb07?OpenDocument","Reviliasco, Revigliasco Torinese"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/450972484900bb77c1256f9a0054ce58?OpenDocument","Colla, Coldirodi (Ospedaletti)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/45322dfce4c91088c1256fa3005fdd21?OpenDocument","Marlia (Capannori)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4567827937938c49c1256f9a0047b2f3?OpenDocument","Campiglio (Vignola)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/45840a59880a6347c1256f3b004d318d?OpenDocument","Treppo Carnico"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/45be3b469cf9b443c1256fa3005ee21d?OpenDocument","Lagneux"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4613701fea8ba390c1256fac00405085?OpenDocument","Solighetum, Solighetto (Pieve di Soligo), Soligetto"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/467087fa628aca98c1256fac0040225f?OpenDocument","Sant'Andrea in Selci"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/46b9e29e7a59ed1cc1256f9a0054de9d?OpenDocument","Conco, Comco"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/46d9fca1fa63c679c1256f9a004234c2?OpenDocument","Buguntum, Bigoncio (Inverigo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4757af974c81fe96c1256fa40048f071?OpenDocument","Pavana (Sambuca Pistoiese), Pavana Pistoiese"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/476062e8895baac9c1256f9a0047cade?OpenDocument","Casurcium, Casorzo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47944f891b17a520c1256f3b004d3791?OpenDocument","Troiana (Arco)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47e0d8b08e80f841c1256fac0040298b?OpenDocument","Sanctus Martinus in Converseto, San Martino in Converseto (Borghi)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/481349a8a4dc7781c1256f9a0042239d?OpenDocument","Baldaria (Cologna Veneta)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4888856b07180d60c1256fa3005fb7af?OpenDocument","Lonatum, Lonato, Lonadum, Leonatum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/488a7948c6b37d99c1256fa2005a5557?OpenDocument","Istria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/48b136ff8dd2847ec1256f3b004d1fe9?OpenDocument","Tallano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/49a8817c837eb0a9c1256fa40048f7d6?OpenDocument","Peyre, Pera (Istanbul)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4a53fff0ea84cb3ec1256fac004051d5?OpenDocument","Split, Spalatum, Spalato"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4b5ecc8c79132922c1256f9a0047c854?OpenDocument","Cascina (Scandicci)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4b72b08f7c7f79fdc1256fa3005fc572?OpenDocument","Luceramum, Lucerame, Luceràm"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4cbadde686e085aec1256fa3005fc7e3?OpenDocument","Luxolum, Lusuolo (Mulazzo), Lusolo, Lusollo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4ccb1c48efa2f3cdc1256fac003ef38f?OpenDocument","Rocca di Corno (Antrodoco)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4d6c5ec52ed67c4cc1256fa3005fb10c?OpenDocument","Le Brozze, Brozze, Broza"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4d88d8091ffd4518c1256fa300601bcb?OpenDocument","Montagni"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4db35d54c02b2a1ac1256f9a0040530b?OpenDocument","Allinges"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4e1157521c0f4d7ec1256f9a0054e183?OpenDocument","San Gemignano di Controne, San Casciano di Controne, Pieve di Controne, Controni, Controne (Bagni di Lucca)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4f697b72c7b9563ec125708900342aad?OpenDocument","Estavayer-le-Lac"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4f7f7b9bc6ac0603c1256fac004054ca?OpenDocument","Villa Stifone, Stifone (Narni)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5074e2fe733b97cac1256fac00402bf0?OpenDocument","San Salvatore Maggiore (Concerviano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50df2dce563b3287c1256f9a004272af?OpenDocument","Bonifacium, Bonifacio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/514e44a73a122dfec1256f9a0056f443?OpenDocument","Curzula, Curzola, Cursola"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/519e9a542fa3f91fc1256fa40048cf65?OpenDocument","Ordonnaz"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5235a335f3fdfcf3c1256f9a004050a7?OpenDocument","Alvona, Albona"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5246365c7d92c59ec1256f3b004d20b3?OpenDocument","Tassullo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/525431f2ebbd311ec1256fa400490b4f?OpenDocument","Planum, Piano, Pian del Voglio (San Benedetto Val di Sambro)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/52c6e95dc5b159fbc1256fa300602bda?OpenDocument","Monte Lagello (Marsciano), Monslagelli, Mons Agellionis"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/52f0233e68968a9ec1256fac00401eae?OpenDocument","Sambucina (Luzzi)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/536e604b7788677cc1256f9a0054d091?OpenDocument","Collispacti, Collepatti e Castelluccio (Castelfiorentino)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/53fa32342decb7f4c1256f9a00427fce?OpenDocument","Monte di Brianza, Mons Briantie, Brianza, Briantia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/54488eba526af6a5c1256fa2005a2629?OpenDocument","Frisonaria, Fregionaia (Lucca)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5504d39a3453d1e7c1256fa2005a4bee?OpenDocument","Groppello Lomellino, Groppello Cairoli"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/552cf8234e4bc681c1256fa3005ee6f3?OpenDocument","La Chambre"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/556cb1157b42045fc1256f9a0047e00b?OpenDocument","Cesi (Terni), Cese, Caesae"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/565a8cf33935c0c7c1256fa2005a1eeb?OpenDocument","Flumet"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/56aab5b5bd1f3ee4c1256f9a00404eed?OpenDocument","Ajaccio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/56dd873d8cdcc382c1256f9a00405d39?OpenDocument","Arvigo, Arvichum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5777889f6c4fc313c1256fac004034e1?OpenDocument","Saxo, Sasso Iddiano (Pavullo nel Frignano), Sasso di Camorana"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/57d4acb67d4b830ac1256f9a0054e3ec?OpenDocument","Castrocaro"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5833b998ea5a9a07c1256f9a0047ae11?OpenDocument","Calcione (Lucignano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/58a5e9c701d7fe08c1256fa400491b6a?OpenDocument","Policinium, Polesine, Polesene"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5915a4e59af91eebc1256fac003ef575?OpenDocument","Rocchette (Torri in Sabina)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5a11460709942b1fc1256fa2005a4c0a?OpenDocument","Groppoli (Mulazzo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5a3d02ed204c2e80c1256f9a004228cd?OpenDocument","Belforte (Radicondoli)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b547fa019bbb530c1256f9a004921e1?OpenDocument","Zigognaria, Cicognara (Viadana), Cecognaria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b59e79e4d1aad4fc1256fa3005ee240?OpenDocument","Lastovo, Lastobon, Lagusta, Lagosta, Ladestris, Celadussa"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5bc6dd8267943488c1256fa3005fcf24?OpenDocument","Malpaga (Calvisano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5c300523473a2a0ec1256f9a004234ac?OpenDocument","Bigarello, Bigarellium"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5cef85add04e0bb3c1256f9a0056fc62?OpenDocument","Donoratico (Castagneto Carducci), Donoratichum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5d2554e356fbd5b0c1256f9a00405355?OpenDocument","Allondaz"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5d52ec7e908f046dc1256fa3005c67e2?OpenDocument","Mezzo, Isola di Mezzo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5db39a8866459a43c1256f9a0047bf1a?OpenDocument","Carda (Apecchio)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5dd3587fd3383dabc1256f9a00405849?OpenDocument","Angarano (Bassano del Grappa)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5de222390fb1a8e9c1256fa3005ee6e3?OpenDocument","Lazio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5dfb05229b731f7dc1256fa300689628?OpenDocument","Massaciuccoli (Massarosa)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5e2be78d33060965c1256fa40048c673?OpenDocument","Nizza Marittima, Nizza Ligure, Nizza, Nicia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/602ca48ac9d0d8d0c1256fa300602c84?OpenDocument","Monte Vibiano Nuovo (Marsciano), Mercatello di monte Ubiano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6091e6e6489acc89c1256f9a0047a626?OpenDocument","Cadubrium, Cadore"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6107b25d7d9c058dc1256f9a0047bdc7?OpenDocument","Caprigliola (Aulla)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6139310d86e20ad2c1256f40003d03b0?OpenDocument","Torcellum, Torcello"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63269fc2c837c8f3c1256fac003ef4a2?OpenDocument","Rocca Sigillina (Filattiera)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6365485717c8e3c5c1256fa2005a2dbe?OpenDocument","Gaiche (Piegaro), Castrum Galcorum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63c068a27ed2bafdc1256f9a0047af4c?OpenDocument","Calmasino (Bardolino)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63dd680b1cf827c7c1256f9a0047bbe9?OpenDocument","Cantalupus, Cantalupo del Sannio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64b6786bba422a80c1256f9a004282ad?OpenDocument","Budrie (San Giovanni in Persiceto)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/654e8f822f27eed0c1256fa30060327e?OpenDocument","Murano (Venezia)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/65519cea176c9c8bc1256f9a004065c3?OpenDocument","Badia (Castiglione del Lago)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/65aa13b3e6791631c1256f9a0047c09d?OpenDocument","Carona e Ciona"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/65da26f2cf8c4ba3c1256fa300689636?OpenDocument","Massafiscaglia, Massa Phiscalia, Massa Nova Phisacaliae, Massa Nova di Fiscaglia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/660278410fa462fdc1256fa20059fbed?OpenDocument","Farnetella (Sinalunga)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6610f0bd80a0266bc1256fa2005a0715?OpenDocument","Filetto (Villafranca in Lunigiana)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/663d27bcddca16ffc1256fa3005fb544?OpenDocument","Luggarus, Lugarus, Luccaro, Locarno"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/66da69e7acb467b8c1256fac0040268e?OpenDocument","San Giovanni in Galilea (Borghi)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/672f63923c37d137c1256f9a0047ca66?OpenDocument","Caxorate, Casorate, Casolate"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6870004dcebfb31cc1256fac003ef958?OpenDocument","Rota (Tolfa)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6989570396a55a26c125708900338ce1?OpenDocument","Corfù"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69f1c7c438743979c1256f9a00423623?OpenDocument","Stalla, Bivio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69fa89e5d743f2b0c1256fa300601548?OpenDocument","Monaco, Castrum Monachi, Castel Monaco"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6a9899feed212cbdc1256fa3005fcd3b?OpenDocument","Ponte a Macereto, Maciaretum, Macereto (Monticiano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6aef44312fb6a78dc1256fac00403d41?OpenDocument","Senj, Segnia, Segna"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6b45785b8660caa2c1256fa3006022ce?OpenDocument","Montefegatese (Bagni di Lucca)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6b4a4e4f990edf28c1256fa3005fc779?OpenDocument","Luni (Ortonovo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6b80acb21383a27cc1256f9a004922d0?OpenDocument","Lacima, Cima (Porlezza)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c0888dc580d2e5bc1256fa3005c6553?OpenDocument","Guzo, Gozo"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c2af6e354120023c1256f9a0047d3dc?OpenDocument","Castel di Lago (Arrone)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c992a34f09ca18ec1256fac00402176?OpenDocument","Sant'Agata di Reggio"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6d26fe65cc7a6b02c1256fa300603168?OpenDocument","Moudon, Meldunum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6df7bbbc6d5ffde1c1256faf0038002a?OpenDocument","Baugé, Bâgé-Le-Châtel"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6e11b3b8f3a163ffc1256fac004019cc?OpenDocument","Saint Maurice (Valais)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6e8503202ac9d9ebc1256fac00401f46?OpenDocument","Sanctus Petrus, Sampéyre, Sampeire"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6eeff0703e5c057ac1256fa2005a5486?OpenDocument","Isola d'Istria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6f0f16cce4f2301dc1256fa400491e74?OpenDocument","Pont-de-Vaux"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6fcefca71782969cc1256fac004034c8?OpenDocument","Saxum Corvarium, Sassocorvaro"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/705831ddddb8b1f5c1256f3b004d2112?OpenDocument","Thavodo, Tavodo (San Lorenzo Dorsino)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70781a768e3f22ecc1256f9a0049198c?OpenDocument","Chiarentana (Chianciano Terme), Chiarantana"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70956d4a706d076dc1256f9a0042772a?OpenDocument","Bozzano (Mazzarosa), Bozano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/709edec84b28b656c1256f9a0047c91b?OpenDocument","Settimo (piviere), Casellina (Scandicci)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70bcd3e83d37e38fc1256fa2005a4ae1?OpenDocument","Gragnola (Fosdinovo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70c6ae1964484c0ec1256f9a004234fa?OpenDocument","Biguglia"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7152bdd1ec254a27c1256f9a004059c5?OpenDocument","Arbi, Arbe"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/721a61a1fbda4545c1256fa400490ec0?OpenDocument","Piranum, Pirano"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7246e9c06d4c0df7c1256fac004023b4?OpenDocument","San Cassiano (Imola)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/72c6c4d91a5c61a5c1256fa3005ee789?OpenDocument","Léaz"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/74371fad159f6895c1256fac00405493?OpenDocument","Stevanacum, Stevanachum, Stephanagum, Stefanago (Staghiglione, fraz. di Borgo Priolo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/74c7dc3dcb58add2c1256fac0040302c?OpenDocument","Sant'Ospizio, Saint'Hospice (Villefranche sur Mer)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/75242087302afb74c1256f9a0054e16e?OpenDocument","Conthey"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/75b74eb4f33443cac1256f9a00427897?OpenDocument","Brando"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/75c1a1aff6715961c1256f3b004d2220?OpenDocument","Trilacum, Terlago, Terlacum"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7644a1b02015b9a0c1256fa2005a485f?OpenDocument","Giuvianum, Gioviano (Borgo a Mozzano)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7677fcbfc968a8abc1256fa3005fbb0d?OpenDocument","Loyes"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/76f087c7a9cd720ec1256f9a004223ca?OpenDocument","Barbana d'Istria"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/76f7bc2bf9bc4f6bc1256fa4004921fd?OpenDocument","Pradibondo (Bondo)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/772760d37cdcc1f2c1256fa20059f9bd?OpenDocument","Famagusta, Famagosta, Fama Augusta"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/77394b4494325c72c1256fa2005a2e78?OpenDocument","Galciana (Prato)"
"https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/776ddc1c7afde2b5c1256f9a00423317?OpenDocument","Bergatto, Bergato"
