dropdown_value,dropdown_text,document_link
Guadagnolo (Capranica Prenestina),Guadagnolo (Capranica Prenestina),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eb90065c4141863dc1256fa2005a4c79?OpenDocument
Grugliasco,Grugliasco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/489ed01fc3390d16c1256fa2005a4c68?OpenDocument
Grosseto,Grosseto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a4485c03d5a6949dc1256fa2005a4c5a?OpenDocument
Grosio,Grosio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/14f8fc5562231f8ac1256fa2005a4c3e?OpenDocument
Groppoli (Mulazzo),Groppoli (Mulazzo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5a11460709942b1fc1256fa2005a4c0a?OpenDocument
Groppello Lomellino,Groppello Lomellino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5504d39a3453d1e7c1256fa2005a4bee?OpenDocument
Groppello Cairoli,Groppello Cairoli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5504d39a3453d1e7c1256fa2005a4bee?OpenDocument
Gromtaleggio,Gromtaleggio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/04c7ecd8bf060bd9c1256fa2005a4be2?OpenDocument
Gromfaleggio (Pontida),Gromfaleggio (Pontida),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/04c7ecd8bf060bd9c1256fa2005a4be2?OpenDocument
Grognerdum,Grognerdum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3367cd04468cd4afc1256fa2005a4bca?OpenDocument
Grognardum,Grognardum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3367cd04468cd4afc1256fa2005a4bca?OpenDocument
Grognardo,Grognardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3367cd04468cd4afc1256fa2005a4bca?OpenDocument
Grisignana d'Istria,Grisignana d'Istria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7775f557edfbd1f5c1256fa2005a4b95?OpenDocument
Gravosium,Gravosium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/20285acd5b2419c4c1256fa2005a4b84?OpenDocument
Gravosa,Gravosa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/20285acd5b2419c4c1256fa2005a4b84?OpenDocument
Gravedona ed Uniti,Gravedona ed Uniti,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/106ca403f7244bb6c1256fa2005a4b28?OpenDocument
Gravedona,Gravedona,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/106ca403f7244bb6c1256fa2005a4b28?OpenDocument
Grandson,Grandson,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/db5218fc3c28794fc1256fa2005a4b1a?OpenDocument
Gragnola (Fosdinovo),Gragnola (Fosdinovo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70bcd3e83d37e38fc1256fa2005a4ae1?OpenDocument
Gradum,Gradum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b43f06b85b24480dc1256fa2005a4a93?OpenDocument
Grado,Grado,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b43f06b85b24480dc1256fa2005a4a93?OpenDocument
Gradisca d'Isonzo,Gradisca d'Isonzo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/de0918f82a4c142fc1256fa2005a4a2a?OpenDocument
Gradaria,Gradaria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df2b259d7d3c1669c1256fa2005a49fc?OpenDocument
Gradara,Gradara,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df2b259d7d3c1669c1256fa2005a49fc?OpenDocument
Grabedona,Grabedona,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/106ca403f7244bb6c1256fa2005a4b28?OpenDocument
Grabadona,Grabadona,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/106ca403f7244bb6c1256fa2005a4b28?OpenDocument
Gozzano,Gozzano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2f971f217ab13e8fc1256fa2005a49e3?OpenDocument
Gozo,Gozo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c0888dc580d2e5bc1256fa3005c6553?OpenDocument
Govi,Govi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fdeb9178bd1f5e7ec1256fa2005a4828?OpenDocument
Gorzanum,Gorzanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e1137996a5971c5bc1256fa2005a49ba?OpenDocument
Gorzano (Maranello),Gorzano (Maranello),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e1137996a5971c5bc1256fa2005a49ba?OpenDocument
Gorizia,Gorizia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9526e7814ef49919c1256fa2005a4938?OpenDocument
Goritia,Goritia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9526e7814ef49919c1256fa2005a4938?OpenDocument
Gorgnardum,Gorgnardum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3367cd04468cd4afc1256fa2005a4bca?OpenDocument
Gonzole (Beinasco),Gonzole (Beinasco),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d6a4b360c55661e1c1256fa2005a4924?OpenDocument
Gonissa,Gonissa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/92c77544d91dfe18c1256fa3005eeba3?OpenDocument
Gonexa,Gonexa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/92c77544d91dfe18c1256fa3005eeba3?OpenDocument
Gonessa,Gonessa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/92c77544d91dfe18c1256fa3005eeba3?OpenDocument
Gomola,Gomola,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/da477b605d7feea6c1256fa2005a48fd?OpenDocument
Gombula,Gombula,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/da477b605d7feea6c1256fa2005a48fd?OpenDocument
Gombola (Polinago),Gombola (Polinago),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/da477b605d7feea6c1256fa2005a48fd?OpenDocument
Gobissa,Gobissa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/92c77544d91dfe18c1256fa3005eeba3?OpenDocument
Glemona,Glemona,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bbc3b0cdb298837dc1256fa2005a31ee?OpenDocument
Giuvianum,Giuvianum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7644a1b02015b9a0c1256fa2005a485f?OpenDocument
Giuppana,Giuppana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/227dada3f3929bddc1256fa2005a48e5?OpenDocument
Giupana,Giupana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/227dada3f3929bddc1256fa2005a48e5?OpenDocument
Giudicarie,Giudicarie,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/965e2a6ce1836c2ec1256fa2005a48ac?OpenDocument
Girgenti,Girgenti,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ebc0375c468d5df0c1256f9a00404e3e?OpenDocument
Giovinazzo,Giovinazzo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3ed80cc07a191182c1256fa2005a4875?OpenDocument
Gioviano (Borgo a Mozzano),Gioviano (Borgo a Mozzano),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7644a1b02015b9a0c1256fa2005a485f?OpenDocument
Giovenazzo,Giovenazzo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3ed80cc07a191182c1256fa2005a4875?OpenDocument
Giove,Giove,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fdeb9178bd1f5e7ec1256fa2005a4828?OpenDocument
Gioiosa Marea,Gioiosa Marea,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63431a2af0f31e43c1256fa3005c64ba?OpenDocument
Gioiosa Guardia,Gioiosa Guardia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63431a2af0f31e43c1256fa3005c64ba?OpenDocument
Ginevra,Ginevra,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/43ff5d2f05dbf23cc125708b0045da5e?OpenDocument
Ginestra degli Schiavoni,Ginestra degli Schiavoni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69dcec5d6da9c75dc1256fa2005a480e?OpenDocument
Gimigliano,Gimigliano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d8cec06c38140ac6c125708b0045b8eb?OpenDocument
Giglio,Giglio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cf05ecf9ecd42cbfc1256fa2005a54b8?OpenDocument
Giaveno,Giaveno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/332aab50af27ad54c1256fa2005a47b6?OpenDocument
Ghemme,Ghemme,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/778ae3e3901124d4c1256fa2005a4787?OpenDocument
Gheme,Gheme,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/778ae3e3901124d4c1256fa2005a4787?OpenDocument
Ghedi,Ghedi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1a2384f04a61d125c1256fa2005a4762?OpenDocument
Gex,Gex,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e107dec1234728ac1256fa2005a474f?OpenDocument
Genzano di Roma,Genzano di Roma,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/59eca615bd08ef99c1256fa2005a4719?OpenDocument
Genua,Genua,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c6316ee8431c6cffc1256fa2005a34f3?OpenDocument
Genova,Genova,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c6316ee8431c6cffc1256fa2005a34f3?OpenDocument
Genoa,Genoa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c6316ee8431c6cffc1256fa2005a34f3?OpenDocument
Genezanum,Genezanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3e68eeebc40cd028c1256fa2005a3403?OpenDocument
Genestra,Genestra,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69dcec5d6da9c75dc1256fa2005a480e?OpenDocument
Genazzano,Genazzano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3e68eeebc40cd028c1256fa2005a3403?OpenDocument
Gemona del Friuli,Gemona del Friuli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bbc3b0cdb298837dc1256fa2005a31ee?OpenDocument
Gela,Gela,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/48cdcd00e5b4d8cec1256fa2005a31d9?OpenDocument
Gazzuolo,Gazzuolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/be133ac8a805b382c1256fa2005a314e?OpenDocument
Gazuolum,Gazuolum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/be133ac8a805b382c1256fa2005a314e?OpenDocument
Gavium,Gavium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b6e14aba3a4ea99c1256fa2005a30e7?OpenDocument
Gavignano,Gavignano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c91871e79694fee8c1256fa2005a313c?OpenDocument
Gavi,Gavi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b6e14aba3a4ea99c1256fa2005a30e7?OpenDocument
Gavardo,Gavardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/760634d56ef40085c1256fa2005a30ce?OpenDocument
Gaudianum,Gaudianum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2f971f217ab13e8fc1256fa2005a49e3?OpenDocument
Gassino Torinese,Gassino Torinese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/66a007a36d195c6ac1256fa2005a30bf?OpenDocument
Gassano (Fivizzano),Gassano (Fivizzano),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ceba19b4518fd8ccc1256fa2005a3085?OpenDocument
Garexium,Garexium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/af9f8f73853aadbbc1256fa2005a304d?OpenDocument
Garessio,Garessio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/af9f8f73853aadbbc1256fa2005a304d?OpenDocument
Gardone Val Trompia,Gardone Val Trompia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e8bf042cf5a4f764c1256fa2005a3034?OpenDocument
Gardesana dall'Acqua,Gardesana dall'Acqua,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0608747a0b58826fc1256fa2005a301e?OpenDocument
Ganzeria,Ganzeria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0ac0c1f8f4ebce15c1256fac004029ef?OpenDocument
Ganzaria,Ganzaria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0ac0c1f8f4ebce15c1256fac004029ef?OpenDocument
Ganzanigo (Medicina),Ganzanigo (Medicina),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/17a29057333191ebc1256fa2005a2ff0?OpenDocument
Gangalandi,Gangalandi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/165d17abd4e279cac1256fa3005ee614?OpenDocument
Gandinum,Gandinum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d6d4f0bce64f986c1256fa2005a2f4f?OpenDocument
Gandino,Gandino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d6d4f0bce64f986c1256fa2005a2f4f?OpenDocument
Gambaxum,Gambaxum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1646a27109d3f7edc1256fa2005a2f17?OpenDocument
Gambassi Terme,Gambassi Terme,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1646a27109d3f7edc1256fa2005a2f17?OpenDocument
Gamalero,Gamalero,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/49a0de5dd518df83c1256fa2005a2f09?OpenDocument
Gallignana,Gallignana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/28fd921ff4ec776dc1256fa2005a2efa?OpenDocument
Galliatum,Galliatum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8195c57899110e3ec1256fa2005a2ed2?OpenDocument
Galliate,Galliate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8195c57899110e3ec1256fa2005a2ed2?OpenDocument
Gallesium,Gallesium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/41a74eabdaa19140c1256fa2005a2e92?OpenDocument
Gallese,Gallese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/41a74eabdaa19140c1256fa2005a2e92?OpenDocument
Galignana,Galignana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/28fd921ff4ec776dc1256fa2005a2efa?OpenDocument
Galiana,Galiana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/28fd921ff4ec776dc1256fa2005a2efa?OpenDocument
Galeata,Galeata,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eaf59406e66279e4c1256fa2005a2e86?OpenDocument
Galciana (Prato),Galciana (Prato),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/77394b4494325c72c1256fa2005a2e78?OpenDocument
Galata,Galata,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a15e2e02e0050503c1256fa2005a2e5f?OpenDocument
Gaiuole,Gaiuole,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/adc433c60959b64ac1256fa2005a2dea?OpenDocument
Gaiole in Chianti,Gaiole in Chianti,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/adc433c60959b64ac1256fa2005a2dea?OpenDocument
Gaiche (Piegaro),Gaiche (Piegaro),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6365485717c8e3c5c1256fa2005a2dbe?OpenDocument
Gaibola (Bologna),Gaibola (Bologna),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d4d8e836fa8bf809c1256fa2005a2daa?OpenDocument
Gagliate,Gagliate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8195c57899110e3ec1256fa2005a2ed2?OpenDocument
Gagliano del Capo,Gagliano del Capo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9cfa71a6a9385cb6c1256fa2005a2d94?OpenDocument
Gaeta,Gaeta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3e81b6f8b3aa9359c1256fa2005a2c6b?OpenDocument
Fuyanum,Fuyanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a80087ce5ddf8e09c1256fa2005a1f39?OpenDocument
Fusine (Posina),Fusine (Posina),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a4a413814ccc1230c1256fa3005c61f9?OpenDocument
Fusignanum,Fusignanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2f1b6815c751578cc1256fa3005c617f?OpenDocument
Fusignano,Fusignano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2f1b6815c751578cc1256fa3005c617f?OpenDocument
Fuscaldo,Fuscaldo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3b2fdbb05fe9f79bc1256fa2005a2c4c?OpenDocument
Fundi,Fundi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b645f8ed07f742c8c1256fa2005a20d8?OpenDocument
Fumone,Fumone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/488d5f444e636225c1256fa2005a2c13?OpenDocument
Fumo,Fumo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/488d5f444e636225c1256fa2005a2c13?OpenDocument
Fuligno,Fuligno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d7391112d3a950ac1256fa2005a1fac?OpenDocument
Fulginia,Fulginia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d7391112d3a950ac1256fa2005a1fac?OpenDocument
Fulgineum,Fulgineum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d7391112d3a950ac1256fa2005a1fac?OpenDocument
Fucecchio,Fucecchio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6f57ee5e7e9acb98c1256fa2005a2c02?OpenDocument
Fruttuaria (Abbazia),Fruttuaria (Abbazia),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/87254b27b68927a0c1256fac004022de?OpenDocument
Frugarolo,Frugarolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a38c027204b2d409c1256fa2005a2bf4?OpenDocument
Frosinone,Frosinone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/40dd5f1a014c6446c1256fa2005a2bd0?OpenDocument
Front,Front,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/262994979f20d153c1256fa2005a2bc1?OpenDocument
Frizzolana,Frizzolana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8f0289abd03fa36ec1256f9a004275e3?OpenDocument
Frizolana,Frizolana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8f0289abd03fa36ec1256f9a004275e3?OpenDocument
Frivoli,Frivoli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aae5eebb3fea7708c1256fa2005a278f?OpenDocument
Friuli,Friuli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aae5eebb3fea7708c1256fa2005a278f?OpenDocument
Frisonaria,Frisonaria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/54488eba526af6a5c1256fa2005a2629?OpenDocument
Frinianum,Frinianum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eceb760b1ed12a76c1256fa2005a2660?OpenDocument
Frignano,Frignano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eceb760b1ed12a76c1256fa2005a2660?OpenDocument
Friburgo,Friburgo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/19c00781817b30aec1256fa2005a264f?OpenDocument
Fribourg,Fribourg,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/19c00781817b30aec1256fa2005a264f?OpenDocument
Fregnanum,Fregnanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eceb760b1ed12a76c1256fa2005a2660?OpenDocument
