"dropdown_value","dropdown_text.x","document_link","link_text.x","earliest_year.x","correct_name","dropdown_text.y","link_text.y","earliest_year.y","com_name","PRO_COM_T","COMUNE","stat","year_earliest_statuto","Nomi_statuti","NOME","PRO_COM","DROP"
"Castronuovo di Sicilia","Castronuovo di Sicilia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7abe9f8a434cb01bc1256f9a0054e438?OpenDocument","Castronuovo di Sicilia I 1, I - Statuti dei comuni, 1401-1640",1401,"Castronovo di Sicilia","Castronovo di Sicilia","Castronuovo di Sicilia I 1, I - Statuti dei comuni, 1401-1640",1401,"Castronovo di Sicilia",82025,"Castronovo di Sicilia",1,1401,NA,NA,NA,NA
"Castroreale","Castroreale","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27ded656cd89505fc1256f9a0054e47f?OpenDocument","Castroreale I 1, I - Statuti dei comuni, 1402-1437",1402,"Castroreale","Castroreale","Castroreale I 1, I - Statuti dei comuni, 1402-1437",1402,"Castroreale",83016,"Castroreale",1,1402,NA,NA,NA,NA
"Castrum Abbatiae","Castrum Abbatiae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5171a4e1e55d9ed5c1256f9a00404c2a?OpenDocument","Abbadia San Salvatore I 1, I - Statuti dei comuni, 1212",1212,"Abbadia San Salvatore","Abbadia San Salvatore","Abbadia San Salvatore I 1, I - Statuti dei comuni, 1212",1212,"Abbadia San Salvatore",52001,"Abbadia San Salvatore",1,1212,NA,NA,NA,NA
"Castrum Arquatum","Castrum Arquatum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8086e487e3ec345cc1257089002a5915?OpenDocument","Castell'Arquato I 1, I - Statuti dei comuni, 1445-1449",1445,"Castell'Arquato","Castell'Arquato","Castell'Arquato I 1, I - Statuti dei comuni, 1445-1449",1445,"Castell'Arquato",33012,"Castell'Arquato",1,1445,NA,NA,NA,NA
"Castrum Dalphini o Delphini","Castrum Dalphini o Delphini","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0f8e6ff3a61db9e8c1256f9a0047ccf0?OpenDocument","Casteldelfino I 1, I - Statuti dei comuni, 1344-1548",1344,"Casteldelfino","Casteldelfino","Casteldelfino I 1, I - Statuti dei comuni, 1344-1548",1344,"Casteldelfino",4047,"Casteldelfino",1,1344,NA,NA,NA,NA
"Castrum Ficardi","Castrum Ficardi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument","Castelfidardo I 1, I - Statuti dei comuni, 1585-1588",1585,"Castelfidardo","Castelfidardo","Castelfidardo I 1, I - Statuti dei comuni, 1585-1588",1585,"Castelfidardo",42010,"Castelfidardo",1,1585,NA,NA,NA,NA
"Castrum Fidardi","Castrum Fidardi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument","Castelfidardo I 1, I - Statuti dei comuni, 1585-1588",1585,"Castelfidardo","Castelfidardo","Castelfidardo I 1, I - Statuti dei comuni, 1585-1588",1585,"Castelfidardo",42010,"Castelfidardo",1,1585,NA,NA,NA,NA
"Castrum Florentinum","Castrum Florentinum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/58fad262ccdb198ac1256f9a0047cdd4?OpenDocument","Castelfiorentino I 1, I - Statuti dei comuni, 1231-1236",1231,"Castelfiorentino","Castelfiorentino","Castelfiorentino I 1, I - Statuti dei comuni, 1231-1236",1231,"Castelfiorentino",48010,"Castelfiorentino",1,1231,NA,NA,NA,NA
"Castrum Gandulphi","Castrum Gandulphi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ebf597360431d563c1256f9a0047d3f6?OpenDocument","Castel Gandolfo I 1, I - Statuti dei comuni, 1588-1604",1588,"Castel Gandolfo","Castel Gandolfo","Castel Gandolfo I 1, I - Statuti dei comuni, 1588-1604",1588,"Castel Gandolfo",58022,"Castel Gandolfo",1,1588,NA,NA,NA,NA
"Castrum Giccardi","Castrum Giccardi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument","Castelfidardo I 1, I - Statuti dei comuni, 1585-1588",1585,"Castelfidardo","Castelfidardo","Castelfidardo I 1, I - Statuti dei comuni, 1585-1588",1585,"Castelfidardo",42010,"Castelfidardo",1,1585,NA,NA,NA,NA
"Castrum Guffredi","Castrum Guffredi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84a5cb73b6ec8645c1256f9a0047d47a?OpenDocument","Castel Goffredo I 1, I - Statuti dei comuni, 1415-1603",1415,"Castel Goffredo","Castel Goffredo","Castel Goffredo I 1, I - Statuti dei comuni, 1415-1603",1415,"Castel Goffredo",20015,"Castel Goffredo",1,1415,NA,NA,NA,NA
"Castrum Ioannis","Castrum Ioannis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b5dd161ce0f2747c1256f9a0056fea1?OpenDocument","Enna I 1, I - Statuti dei comuni, 1392-1456",1392,"Enna","Enna","Enna I 1, I - Statuti dei comuni, 1392-1456",1392,"Enna",86009,"Enna",1,1392,NA,NA,NA,NA
"Castrum Martiris","Castrum Martiris","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b14c2dc63881112fc1256f9a0047cff1?OpenDocument","Castelmarte I 1, I - Statuti dei comuni, 1237-1246",1237,"Castelmarte","Castelmarte","Castelmarte I 1, I - Statuti dei comuni, 1237-1246",1237,"Castelmarte",13058,"Castelmarte",1,1237,NA,NA,NA,NA
"Castrum Novum","Castrum Novum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27f0b237c8ac5940c1256f9a0047d1d0?OpenDocument","Castelnuovo di Porto I 1, I - Statuti dei comuni, 1658",1658,"Castelnuovo di Porto","Castelnuovo di Porto","Castelnuovo di Porto I 1, I - Statuti dei comuni, 1658",1658,"Castelnuovo di Porto",58024,"Castelnuovo di Porto",1,1658,NA,NA,NA,NA
"Castrum Pileum","Castrum Pileum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/794754a9e7884d24c1256fa40048f727?OpenDocument","Peglio I 1, I - Statuti dei comuni, 1617-1677",1617,"Peglio","Peglio","Peglio I 1, I - Statuti dei comuni, 1617-1677",1617,"Peglio",13178,"Peglio",1,1617,NA,NA,NA,NA
"Castrum Pilium","Castrum Pilium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/794754a9e7884d24c1256fa40048f727?OpenDocument","Peglio I 1, I - Statuti dei comuni, 1617-1677",1617,"Peglio","Peglio","Peglio I 1, I - Statuti dei comuni, 1617-1677",1617,"Peglio",13178,"Peglio",1,1617,NA,NA,NA,NA
"Castrum Planellae","Castrum Planellae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/06d35b837b2ef0b6c1256fa400490b28?OpenDocument","Pianella I 1, I - Statuti dei comuni, 1549-1569",1549,"Pianella","Pianella","Pianella I 1, I - Statuti dei comuni, 1549-1569",1549,"Pianella",68030,"Pianella",1,1549,NA,NA,NA,NA
"Castrum Regale","Castrum Regale","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27ded656cd89505fc1256f9a0054e47f?OpenDocument","Castroreale I 1, I - Statuti dei comuni, 1402-1437",1402,"Castroreale","Castroreale","Castroreale I 1, I - Statuti dei comuni, 1402-1437",1402,"Castroreale",83016,"Castroreale",1,1402,NA,NA,NA,NA
"Castrum Sancti Georgii de Urceis","Castrum Sancti Georgii de Urceis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio","Castel San Giorgio","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio",65034,"Castel San Giorgio",1,1341,NA,NA,NA,NA
"Castrum Sancti Georgii de Urceis","Castrum Sancti Georgii de Urceis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Orzinuovi","Orzinuovi","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio",65034,"Castel San Giorgio",1,1341,NA,NA,NA,NA
"Castrum Sancti Juliani","Castrum Sancti Juliani","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/55ac19938cc5380bc1256fa3005fc92b?OpenDocument","Macerata I 1, I - Statuti dei comuni, 1138",1138,"Macerata","Macerata","Macerata I 1, I - Statuti dei comuni, 1138",1138,"Macerata",43023,"Macerata",1,1138,NA,NA,NA,NA
"Castrum Sancti Petri","Castrum Sancti Petri","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fd6cc33cdbc9e343c1256f9a0047b484?OpenDocument","Camposampiero I 1, I - Statuti dei comuni, 1418-1673",1418,"Camposampiero","Camposampiero","Camposampiero I 1, I - Statuti dei comuni, 1418-1673",1418,"Camposampiero",28019,"Camposampiero",1,1418,NA,NA,NA,NA
"Castrum vetus Monticellorum","Castrum vetus Monticellorum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument","Castelvetro Piacentino I 1, I - Statuti dei comuni, 835",NA,"Castelvetro Piacentino","Castelvetro Piacentino","Castelvetro Piacentino I 1, I - Statuti dei comuni, 835",NA,"Castelvetro Piacentino",33014,"Castelvetro Piacentino",1,NA,NA,NA,NA,NA
"Castrum vetus ultra Padum","Castrum vetus ultra Padum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument","Castelvetro Piacentino I 1, I - Statuti dei comuni, 835",NA,"Castelvetro Piacentino","Castelvetro Piacentino","Castelvetro Piacentino I 1, I - Statuti dei comuni, 835",NA,"Castelvetro Piacentino",33014,"Castelvetro Piacentino",1,NA,NA,NA,NA,NA
"Castrumleonis","Castrumleonis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d0091796c1b93bb3c1256f9a0047dab0?OpenDocument","Castiglione di Sicilia I 1, I - Statuti dei comuni, 1392-1566",1392,"Castiglione di Sicilia","Castiglione di Sicilia","Castiglione di Sicilia I 1, I - Statuti dei comuni, 1392-1566",1392,"Castiglione di Sicilia",87014,"Castiglione di Sicilia",1,1392,NA,NA,NA,NA
"Castrumnovum Garphagnanae","Castrumnovum Garphagnanae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7737370b15e015dbc1256f9a0047d131?OpenDocument","Castelnuovo di Garfagnana I 1, I - Statuti dei comuni, 1502-1751",1502,"Castelnuovo di Garfagnana","Castelnuovo di Garfagnana","Castelnuovo di Garfagnana I 1, I - Statuti dei comuni, 1502-1751",1502,"Castelnuovo di Garfagnana",46009,"Castelnuovo di Garfagnana",1,1502,NA,NA,NA,NA
"Castrumnovum Scrippiae","Castrumnovum Scrippiae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ff30a5c1f0cfc8dbc1256f9a0047d278?OpenDocument","Castelnuovo Scrivia I 1, I - Statuti dei comuni, 1450-1466",1450,"Castelnuovo Scrivia","Castelnuovo Scrivia","Castelnuovo Scrivia I 1, I - Statuti dei comuni, 1450-1466",1450,"Castelnuovo Scrivia",6053,"Castelnuovo Scrivia",1,1450,NA,NA,NA,NA
"Casurcium","Casurcium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/476062e8895baac9c1256f9a0047cade?OpenDocument","Casorzo I 1, I - Statuti dei comuni, 1375-1590",1375,"Casorzo","Casorzo","Casorzo I 1, I - Statuti dei comuni, 1375-1590",1375,"Casorzo",5020,"Casorzo",1,1375,NA,NA,NA,NA
"Catana","Catana","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania","Catania","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania",87015,"Catania",1,1345,NA,NA,NA,NA
"Catania","Catania","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania","Catania","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania",87015,"Catania",1,1345,NA,NA,NA,NA
"Catanzarium","Catanzarium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5be48a9e168788c7c1256f9a0054e80c?OpenDocument","Catanzaro I 1, I - Statuti dei comuni, 1473",1473,"Catanzaro","Catanzaro","Catanzaro I 1, I - Statuti dei comuni, 1473",1473,"Catanzaro",79023,"Catanzaro",1,1473,NA,NA,NA,NA
"Catanzaro","Catanzaro","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5be48a9e168788c7c1256f9a0054e80c?OpenDocument","Catanzaro I 1, I - Statuti dei comuni, 1473",1473,"Catanzaro","Catanzaro","Catanzaro I 1, I - Statuti dei comuni, 1473",1473,"Catanzaro",79023,"Catanzaro",1,1473,NA,NA,NA,NA
"Cathania","Cathania","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania","Catania","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania",87015,"Catania",1,1345,NA,NA,NA,NA
"Cathanzaro","Cathanzaro","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5be48a9e168788c7c1256f9a0054e80c?OpenDocument","Catanzaro I 1, I - Statuti dei comuni, 1473",1473,"Catanzaro","Catanzaro","Catanzaro I 1, I - Statuti dei comuni, 1473",1473,"Catanzaro",79023,"Catanzaro",1,1473,NA,NA,NA,NA
"Catina","Catina","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania","Catania","Catania I 1, I - Statuti dei comuni, 1345",1345,"Catania",87015,"Catania",1,1345,NA,NA,NA,NA
"Caulonia","Caulonia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2de2e83eaf720786c1256f9a0054ea05?OpenDocument","Caulonia I 1, I - Statuti dei comuni, 1490",1490,"Caulonia","Caulonia","Caulonia I 1, I - Statuti dei comuni, 1490",1490,"Caulonia",80025,"Caulonia",1,1490,NA,NA,NA,NA
"Cavae","Cavae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bd36202f7886bf54c1256f9a0056d6af?OpenDocument","Cave I 1, I - Statuti dei comuni, 1296-1307",1296,"Cave","Cave","Cave I 1, I - Statuti dei comuni, 1296-1307",1296,"Cave",58026,"Cave",1,1296,NA,NA,NA,NA
"Cavallermaggiore","Cavallermaggiore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/be8f03d6b7a8d113c1256f9a0056d4eb?OpenDocument","Cavallermaggiore I 1, I - Statuti dei comuni, 1324-1424",1324,"Cavallermaggiore","Cavallermaggiore","Cavallermaggiore I 1, I - Statuti dei comuni, 1324-1424",1324,"Cavallermaggiore",4059,"Cavallermaggiore",1,1324,NA,NA,NA,NA
"Cavarzere","Cavarzere","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e8000e6c2fe6da62c1256f9a0056d560?OpenDocument","Cavarzere I 1, I - Statuti dei comuni, 1312-1710",1312,"Cavarzere","Cavarzere","Cavarzere I 1, I - Statuti dei comuni, 1312-1710",1312,"Cavarzere",27006,"Cavarzere",1,1312,NA,NA,NA,NA
"Cave","Cave","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bd36202f7886bf54c1256f9a0056d6af?OpenDocument","Cave I 1, I - Statuti dei comuni, 1296-1307",1296,"Cave","Cave","Cave I 1, I - Statuti dei comuni, 1296-1307",1296,"Cave",58026,"Cave",1,1296,NA,NA,NA,NA
"Cavigliano Varsio","Cavigliano Varsio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1655e0426b12f1f5c1256fa40048f6f8?OpenDocument","Pedemonte I 1, I - Statuti dei comuni, 1473-1500",1473,"Pedemonte","Pedemonte","Pedemonte I 1, I - Statuti dei comuni, 1473-1500",1473,"Pedemonte",24076,"Pedemonte",1,1473,NA,NA,NA,NA
"Caxinellae","Caxinellae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ffbf06c9c95f46a1c1256f9a0047cb5e?OpenDocument","Cassinelle I 1, I - Statuti dei comuni, 1306-1483",1306,"Cassinelle","Cassinelle","Cassinelle I 1, I - Statuti dei comuni, 1306-1483",1306,"Cassinelle",6044,"Cassinelle",1,1306,NA,NA,NA,NA
"Cazenicho","Cazenicho","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/120d259d3565a7a9c1256f9a0047c9c2?OpenDocument","Casnigo I 1, I - Statuti dei comuni, 1403-1455",1403,"Casnigo","Casnigo","Casnigo I 1, I - Statuti dei comuni, 1403-1455",1403,"Casnigo",16060,"Casnigo",1,1403,NA,NA,NA,NA
"Ceba","Ceba","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0f7f4cac928efdc7c1256f9a0047e1c8?OpenDocument","Ceva I 1, I - Statuti dei comuni, 1357-1530",1357,"Ceva","Ceva","Ceva I 1, I - Statuti dei comuni, 1357-1530",1357,"Ceva",4066,"Ceva",1,1357,NA,NA,NA,NA
"Cecima","Cecima","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0327ee231a4de741c1256f9a0056d759?OpenDocument","Cecima I 1, I - Statuti dei comuni, 1419-1467",1419,"Cecima","Cecima","Cecima I 1, I - Statuti dei comuni, 1419-1467",1419,"Cecima",18042,"Cecima",1,1419,NA,NA,NA,NA
"Centallo","Centallo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e349bc1874ac3251c1256f9a0056d8f1?OpenDocument","Centallo I 1, I - Statuti dei comuni, 1427-1605",1427,"Centallo","Centallo","Centallo I 1, I - Statuti dei comuni, 1427-1605",1427,"Centallo",4061,"Centallo",1,1427,NA,NA,NA,NA
"Centallum","Centallum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e349bc1874ac3251c1256f9a0056d8f1?OpenDocument","Centallo I 1, I - Statuti dei comuni, 1427-1605",1427,"Centallo","Centallo","Centallo I 1, I - Statuti dei comuni, 1427-1605",1427,"Centallo",4061,"Centallo",1,1427,NA,NA,NA,NA
"Cento","Cento","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1460cc436bc0c248c1256f9a0056d926?OpenDocument","Cento I 1, I - Statuti dei comuni, 1607-1796",1607,"Cento","Cento","Cento I 1, I - Statuti dei comuni, 1607-1796",1607,"Cento",38004,"Cento",1,1607,NA,NA,NA,NA
"Centum","Centum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1460cc436bc0c248c1256f9a0056d926?OpenDocument","Cento I 1, I - Statuti dei comuni, 1607-1796",1607,"Cento","Cento","Cento I 1, I - Statuti dei comuni, 1607-1796",1607,"Cento",38004,"Cento",1,1607,NA,NA,NA,NA
"Centumcellae","Centumcellae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5f15656dd0cbf82fc1256f9a0054caf5?OpenDocument","Civitavecchia I 1, I - Statuti dei comuni, 1291-1451",1291,"Civitavecchia","Civitavecchia","Civitavecchia I 1, I - Statuti dei comuni, 1291-1451",1291,"Civitavecchia",58032,"Civitavecchia",1,1291,NA,NA,NA,NA
"Ceprano","Ceprano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c365cec3e513191ec1256f9a0056d9fa?OpenDocument","Ceprano I 1, I - Statuti dei comuni, 1604",1604,"Ceprano","Ceprano","Ceprano I 1, I - Statuti dei comuni, 1604",1604,"Ceprano",60025,"Ceprano",1,1604,NA,NA,NA,NA
"Cerano","Cerano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8a9f8562c668b9d9c1256f9a0056da10?OpenDocument","Cerano I 1, I - Statuti dei comuni, 1780-1782",1780,"Cerano","Cerano","Cerano I 1, I - Statuti dei comuni, 1780-1782",1780,"Cerano",3049,"Cerano",1,1780,NA,NA,NA,NA
"Cerano d'Intelvi","Cerano d'Intelvi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9f1a1e61a1b8796cc1256f9a0056da26?OpenDocument","Cerano d'Intelvi I 1, I - Statuti dei comuni, 1746",1746,"Cerano d'Intelvi","Cerano d'Intelvi","Cerano d'Intelvi I 1, I - Statuti dei comuni, 1746",1746,"Cerano d'Intelvi",13063,"Cerano d'Intelvi",1,1746,NA,NA,NA,NA
"Cerea","Cerea","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1093e8df617d3cfec1256f9a0056da4d?OpenDocument","Cerea I 1, I - Statuti dei comuni, 1304",1304,"Cerea","Cerea","Cerea I 1, I - Statuti dei comuni, 1304",1304,"Cerea",23025,"Cerea",1,1304,NA,NA,NA,NA
"Cerentia","Cerentia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ed6b7238b8596bdac1256f9a0056db3e?OpenDocument","Cerenzia I 1, I - Statuti dei comuni, 1491",1491,"Cerenzia","Cerenzia","Cerenzia I 1, I - Statuti dei comuni, 1491",1491,"Cerenzia",101006,"Cerenzia",1,1491,NA,NA,NA,NA
