dropdown_value,dropdown_text,document_link
Castello Iane,Castello Iane,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castelmarte,Castelmarte,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b14c2dc63881112fc1256f9a0047cff1?OpenDocument
Castelnovetto,Castelnovetto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/426efde04fdd710fc1256f9a0047d027?OpenDocument
Castelnuovo Berardenga,Castelnuovo Berardenga,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/82437c83d8df97bcc1257089002ac755?OpenDocument
Castelnuovo d'Elsa (Castelfiorentino),Castelnuovo d'Elsa (Castelfiorentino),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a0f85bc958f6c88c1256f9a0047d040?OpenDocument
Castelnuovo dell'Abate (Affi),Castelnuovo dell'Abate (Affi),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/12f7184eb066d3ebc1256f9a0047d08d?OpenDocument
Castelnuovo di Garfagnana,Castelnuovo di Garfagnana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7737370b15e015dbc1256f9a0047d131?OpenDocument
Castelnuovo di Porto,Castelnuovo di Porto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27f0b237c8ac5940c1256f9a0047d1d0?OpenDocument
Castelnuovo di Val di Cecina,Castelnuovo di Val di Cecina,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1c4721d59c5cabe0c1256f9a0047d21e?OpenDocument
Castelnuovo Rangone,Castelnuovo Rangone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a2a4e9e6d65af0dbc1256f9a0047d249?OpenDocument
Castelnuovo Scrivia,Castelnuovo Scrivia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ff30a5c1f0cfc8dbc1256f9a0047d278?OpenDocument
Castelsardo,Castelsardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castelvecchio di Calabria,Castelvecchio di Calabria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2de2e83eaf720786c1256f9a0054ea05?OpenDocument
Castelvecchio oltre Po,Castelvecchio oltre Po,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument
Castelvenere,Castelvenere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/13fd103e277180dac1256f9a0047d2a8?OpenDocument
Castelvetere,Castelvetere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2de2e83eaf720786c1256f9a0054ea05?OpenDocument
Castelvetro Piacentino,Castelvetro Piacentino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument
Castenedolo,Castenedolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ac6e411833384895c1256f9a0047d671?OpenDocument
Castiglione Chiavarese,Castiglione Chiavarese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8e19fa92a424acedc1256f9a0047d685?OpenDocument
Castiglione Chiusino,Castiglione Chiusino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0518f6691e49f39bc1256f9a0047d994?OpenDocument
Castiglione d'Orcia,Castiglione d'Orcia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/36bd058305a7613bc1256f9a0047d6a1?OpenDocument
Castiglione de' Gatti,Castiglione de' Gatti,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6a6e682e63dbf261c1256f9a0047d6fd?OpenDocument
Castiglione dei Pepoli,Castiglione dei Pepoli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6a6e682e63dbf261c1256f9a0047d6fd?OpenDocument
Castiglione del Lago,Castiglione del Lago,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0518f6691e49f39bc1256f9a0047d994?OpenDocument
Castiglione della Valle (Colledara),Castiglione della Valle (Colledara),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b39b604e0d79fe71c1256f9a0047d78c?OpenDocument
Castiglione delle Stiviere,Castiglione delle Stiviere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f2290b3c300cca95c1256f9a0047d7fa?OpenDocument
Castiglione di Garfagnana,Castiglione di Garfagnana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c95c2f58109790fcc1256f9a0047d9dd?OpenDocument
Castiglione di Sicilia,Castiglione di Sicilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d0091796c1b93bb3c1256f9a0047dab0?OpenDocument
Castiglione Fiorentino,Castiglione Fiorentino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castiglione Messer Raimondo,Castiglione Messer Raimondo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df662ef1555a36a9c1256f9a0047dcd8?OpenDocument
Castiglioni,Castiglioni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b39b604e0d79fe71c1256f9a0047d78c?OpenDocument
Castignano,Castignano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/547073c660c68ca4c1256f9a0054e224?OpenDocument
Castileo Messer Raimundi,Castileo Messer Raimundi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df662ef1555a36a9c1256f9a0047dcd8?OpenDocument
Castilio a Stiveriis,Castilio a Stiveriis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f2290b3c300cca95c1256f9a0047d7fa?OpenDocument
Castilio Aretinus,Castilio Aretinus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castilio Florentinus,Castilio Florentinus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castilio Garphagnanae,Castilio Garphagnanae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c95c2f58109790fcc1256f9a0047d9dd?OpenDocument
Castilio Perusinus,Castilio Perusinus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castilionum,Castilionum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d0091796c1b93bb3c1256f9a0047dab0?OpenDocument
Castino,Castino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8ed85a4cdbafc586c1256f9a0054e2f8?OpenDocument
Castinum,Castinum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8ed85a4cdbafc586c1256f9a0054e2f8?OpenDocument
Castione,Castione,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f2290b3c300cca95c1256f9a0047d7fa?OpenDocument
Castro (Farnese),Castro (Farnese),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fbe9d263f88c4affc1256f9a0054e33b?OpenDocument
Castrocaro,Castrocaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/57d4acb67d4b830ac1256f9a0054e3ec?OpenDocument
Castrogiovanni,Castrogiovanni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b5dd161ce0f2747c1256f9a0056fea1?OpenDocument
Castronovo di Sicilia,Castronovo di Sicilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7abe9f8a434cb01bc1256f9a0054e438?OpenDocument
Castronuovo di Sicilia,Castronuovo di Sicilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7abe9f8a434cb01bc1256f9a0054e438?OpenDocument
Castroreale,Castroreale,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27ded656cd89505fc1256f9a0054e47f?OpenDocument
Castrum,Castrum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fbe9d263f88c4affc1256f9a0054e33b?OpenDocument
Castrum Abbatiae,Castrum Abbatiae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5171a4e1e55d9ed5c1256f9a00404c2a?OpenDocument
Castrum Arquatum,Castrum Arquatum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8086e487e3ec345cc1257089002a5915?OpenDocument
Castrum Dalphini o Delphini,Castrum Dalphini o Delphini,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0f8e6ff3a61db9e8c1256f9a0047ccf0?OpenDocument
Castrum Ficardi,Castrum Ficardi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument
Castrum Fidardi,Castrum Fidardi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument
Castrum Florentini,Castrum Florentini,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bfd39f2bc074792cc1256f9a0047cdef?OpenDocument
Castrum Florentinum,Castrum Florentinum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/58fad262ccdb198ac1256f9a0047cdd4?OpenDocument
Castrum Galcorum,Castrum Galcorum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6365485717c8e3c5c1256fa2005a2dbe?OpenDocument
Castrum Gandulphi,Castrum Gandulphi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ebf597360431d563c1256f9a0047d3f6?OpenDocument
Castrum Giccardi,Castrum Giccardi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument
Castrum Guffredi,Castrum Guffredi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84a5cb73b6ec8645c1256f9a0047d47a?OpenDocument
Castrum Ioannis,Castrum Ioannis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b5dd161ce0f2747c1256f9a0056fea1?OpenDocument
Castrum Martiris,Castrum Martiris,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b14c2dc63881112fc1256f9a0047cff1?OpenDocument
Castrum Monachi,Castrum Monachi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69fa89e5d743f2b0c1256fa300601548?OpenDocument
Castrum Novum,Castrum Novum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27f0b237c8ac5940c1256f9a0047d1d0?OpenDocument
Castrum Pileum,Castrum Pileum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/794754a9e7884d24c1256fa40048f727?OpenDocument
Castrum Pilium,Castrum Pilium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/794754a9e7884d24c1256fa40048f727?OpenDocument
Castrum Planellae,Castrum Planellae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/06d35b837b2ef0b6c1256fa400490b28?OpenDocument
Castrum Regale,Castrum Regale,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27ded656cd89505fc1256f9a0054e47f?OpenDocument
Castrum Sancti Georgii de Urceis,Castrum Sancti Georgii de Urceis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument
Castrum Sancti Juliani,Castrum Sancti Juliani,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/55ac19938cc5380bc1256fa3005fc92b?OpenDocument
Castrum Sancti Petri,Castrum Sancti Petri,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fd6cc33cdbc9e343c1256f9a0047b484?OpenDocument
Castrum Sarzane,Castrum Sarzane,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ae098444c660cad9c1256fac004032d8?OpenDocument
Castrum vetus Monticellorum,Castrum vetus Monticellorum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument
Castrum vetus ultra Padum,Castrum vetus ultra Padum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument
Castrumleonis,Castrumleonis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d0091796c1b93bb3c1256f9a0047dab0?OpenDocument
Castrumnovum,Castrumnovum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/12f7184eb066d3ebc1256f9a0047d08d?OpenDocument
Castrumnovum Garphagnanae,Castrumnovum Garphagnanae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7737370b15e015dbc1256f9a0047d131?OpenDocument
Castrumnovum Scrippiae,Castrumnovum Scrippiae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ff30a5c1f0cfc8dbc1256f9a0047d278?OpenDocument
Casurcium,Casurcium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/476062e8895baac9c1256f9a0047cade?OpenDocument
Catana,Catana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument
Catania,Catania,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument
Catanzarium,Catanzarium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5be48a9e168788c7c1256f9a0054e80c?OpenDocument
Catanzaro,Catanzaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5be48a9e168788c7c1256f9a0054e80c?OpenDocument
Cathania,Cathania,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument
Cathanzaro,Cathanzaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5be48a9e168788c7c1256f9a0054e80c?OpenDocument
Catharum,Catharum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eb286c50eaa63672c1256f9a0054e949?OpenDocument
Catina,Catina,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/88a018eefbb7040cc1256f9a0054e502?OpenDocument
Cattaro,Cattaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eb286c50eaa63672c1256f9a0054e949?OpenDocument
Caulonia,Caulonia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2de2e83eaf720786c1256f9a0054ea05?OpenDocument
Cauro,Cauro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c3dbc4a476a2afdfc1256f9a0054ea43?OpenDocument
Cava dei Tirreni,Cava dei Tirreni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1ff514e1132f6e63c1256f9a0056d667?OpenDocument
Cavae,Cavae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bd36202f7886bf54c1256f9a0056d6af?OpenDocument
_08dgncob7dhkoa_,Cavaglià,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fe50a67aa763d556c1256f9a0056d433?OpenDocument
Cavallermaggiore,Cavallermaggiore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/be8f03d6b7a8d113c1256f9a0056d4eb?OpenDocument
Cavalpone (Veronella),Cavalpone (Veronella),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a4d51530764631d7c1256f9a0056d54c?OpenDocument
Cavarzere,Cavarzere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e8000e6c2fe6da62c1256f9a0056d560?OpenDocument
Cave,Cave,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bd36202f7886bf54c1256f9a0056d6af?OpenDocument
Caviano,Caviano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/874ec9c5244c0e94c12571d50026f4e7?OpenDocument
Cavigliano Varsio,Cavigliano Varsio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1655e0426b12f1f5c1256fa40048f6f8?OpenDocument
Caviola (Falcade),Caviola (Falcade),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b4c4f5c4fb468e34c1256fac00403079?OpenDocument
Caxinellae,Caxinellae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ffbf06c9c95f46a1c1256f9a0047cb5e?OpenDocument
Caxorate,Caxorate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/672f63923c37d137c1256f9a0047ca66?OpenDocument
Cazenicho,Cazenicho,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/120d259d3565a7a9c1256f9a0047c9c2?OpenDocument
Cazzano (Budrio),Cazzano (Budrio),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2b4319f297518168c1256f9a0056d72c?OpenDocument
Ceba,Ceba,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0f7f4cac928efdc7c1256f9a0047e1c8?OpenDocument
Cecima,Cecima,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0327ee231a4de741c1256f9a0056d759?OpenDocument
Cecina di Lamporecchio,Cecina di Lamporecchio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/41f6639a1b9f025dc1256f9a0056d788?OpenDocument
Cecina (Larciano),Cecina (Larciano),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/41f6639a1b9f025dc1256f9a0056d788?OpenDocument
Cecognaria,Cecognaria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b547fa019bbb530c1256f9a004921e1?OpenDocument
_s8dimcobcis_,Cefalù,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aaf1f6c51ca307fac1257089002b7b1b?OpenDocument
Celadussa,Celadussa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b59e79e4d1aad4fc1256fa3005ee240?OpenDocument
Ceneda (Vittorio Veneto),Ceneda (Vittorio Veneto),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/955d875e2de9fc95c1256f9a0056d7a2?OpenDocument
Ceneta,Ceneta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/955d875e2de9fc95c1256f9a0056d7a2?OpenDocument
Centallo,Centallo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e349bc1874ac3251c1256f9a0056d8f1?OpenDocument
Centallum,Centallum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e349bc1874ac3251c1256f9a0056d8f1?OpenDocument
Cento,Cento,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1460cc436bc0c248c1256f9a0056d926?OpenDocument
Centum,Centum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1460cc436bc0c248c1256f9a0056d926?OpenDocument
Centumcellae,Centumcellae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5f15656dd0cbf82fc1256f9a0054caf5?OpenDocument
Cephaludum,Cephaludum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aaf1f6c51ca307fac1257089002b7b1b?OpenDocument
Ceppato (Casciana Terme),Ceppato (Casciana Terme),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/154245cfa2fdbdf5c1256f9a0056d9a5?OpenDocument
Ceprano,Ceprano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c365cec3e513191ec1256f9a0056d9fa?OpenDocument
Cerano,Cerano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8a9f8562c668b9d9c1256f9a0056da10?OpenDocument
Cerano d'Intelvi,Cerano d'Intelvi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9f1a1e61a1b8796cc1256f9a0056da26?OpenDocument
Cerea,Cerea,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1093e8df617d3cfec1256f9a0056da4d?OpenDocument
Cerentia,Cerentia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ed6b7238b8596bdac1256f9a0056db3e?OpenDocument
Cerenzia,Cerenzia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ed6b7238b8596bdac1256f9a0056db3e?OpenDocument
Cereta,Cereta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1093e8df617d3cfec1256f9a0056da4d?OpenDocument
Cerreto d'Esi,Cerreto d'Esi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/220857b48ed510d3c1256f9a0056db73?OpenDocument
Cerreto Sannita,Cerreto Sannita,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/598ecb7ac9cd4b6ac1256f9a0056dbc3?OpenDocument
Cerretum,Cerretum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/220857b48ed510d3c1256f9a0056db73?OpenDocument
Cerrito,Cerrito,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/220857b48ed510d3c1256f9a0056db73?OpenDocument
Certaldo,Certaldo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63365a1ed1491389c1256f9a0047dd05?OpenDocument
