dropdown_value,dropdown_text,document_link
Bellengerium,Bellengerium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/036ae06b3bb1b17cc1256f9a0042231b?OpenDocument
Bellinzona,Bellinzona,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e209d7e19e4ccb76c1256f9a004229fc?OpenDocument
Belluno,Belluno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/66d19c8897ca1162c1256f9a00422a7c?OpenDocument
Bellunum,Bellunum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/66d19c8897ca1162c1256f9a00422a7c?OpenDocument
Belvedere,Belvedere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3a79fb5103d945f3c1256fa3005fb538?OpenDocument
Bene,Bene,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4207aa4ee6e1ca1dc1256f9a00422c78?OpenDocument
Bene Vagienna,Bene Vagienna,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4207aa4ee6e1ca1dc1256f9a00422c78?OpenDocument
Benevento,Benevento,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a388f9c33516aeeac1256f9a00422b6a?OpenDocument
Beneventum,Beneventum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a388f9c33516aeeac1256f9a00422b6a?OpenDocument
Bennette,Bennette,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3ed81160a771d1e1c1256f9a004228bd?OpenDocument
Bercine,Bercine,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d08f80fa8c9f086dc1256f9a00422ce1?OpenDocument
Bergamo,Bergamo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cbe15330b6d47ea0c1256f9a00422d2f?OpenDocument
Bergato,Bergato,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/776ddc1c7afde2b5c1256f9a00423317?OpenDocument
Bergatto,Bergatto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/776ddc1c7afde2b5c1256f9a00423317?OpenDocument
Bergomum,Bergomum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cbe15330b6d47ea0c1256f9a00422d2f?OpenDocument
Bersecine,Bersecine,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d08f80fa8c9f086dc1256f9a00422ce1?OpenDocument
Bertinoro,Bertinoro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fb4b331a5cbf30f2c1256f9a00423335?OpenDocument
Berzo Inferiore,Berzo Inferiore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2beb6be28892f031c1256f9a0042334b?OpenDocument
Biancavilla,Biancavilla,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0e4ff30020345ea8c1256f9a0042335e?OpenDocument
Bianco,Bianco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/414816e9dd6bee2cc1256f9a00423370?OpenDocument
Biandrate,Biandrate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/997ee2ca15de0b4cc1256f9a0042337d?OpenDocument
Biasca,Biasca,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0b596d003e4f9099c1256f9a004233a5?OpenDocument
Bibbona,Bibbona,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b197b47d3d0a7bbc1256f9a004233c8?OpenDocument
Bibbonis,Bibbonis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b197b47d3d0a7bbc1256f9a004233c8?OpenDocument
Bidruntum,Bidruntum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7a0f298b488962ecc1256f9a004235a9?OpenDocument
Biella,Biella,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/07271cd8439a0891c1256f9a00423411?OpenDocument
Bientina,Bientina,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/789b1eac6aec8031c1256f9a0042348d?OpenDocument
Bigarellium,Bigarellium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5c300523473a2a0ec1256f9a004234ac?OpenDocument
Bigarello,Bigarello,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5c300523473a2a0ec1256f9a004234ac?OpenDocument
Biglio,Biglio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1b8d2877cf9d1e66c1256f9a0042350b?OpenDocument
Bigoncio (Inverigo),Bigoncio (Inverigo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/46d9fca1fa63c679c1256f9a004234c2?OpenDocument
Biguglia,Biguglia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70c6ae1964484c0ec1256f9a004234fa?OpenDocument
Bilio (Bagnone in Lunigiana),Bilio (Bagnone in Lunigiana),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1b8d2877cf9d1e66c1256f9a0042350b?OpenDocument
Bilirs,Bilirs,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bff54cb9c1fe4211c1256f9a00423520?OpenDocument
Billerio (Magnano in Riviera),Billerio (Magnano in Riviera),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bff54cb9c1fe4211c1256f9a00423520?OpenDocument
Billio,Billio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1b8d2877cf9d1e66c1256f9a0042350b?OpenDocument
Biolzagum,Biolzagum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6ca78bd285da331ac1256f9a004283ed?OpenDocument
Bionde di Porcile (Belfiore),Bionde di Porcile (Belfiore),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e8f850ba4a26e7a7c1256f9a00454328?OpenDocument
Bistagno,Bistagno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3add3cbc3a41f92cc1256f9a00423577?OpenDocument
Bistagnum,Bistagnum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3add3cbc3a41f92cc1256f9a00423577?OpenDocument
Bitonto,Bitonto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7a0f298b488962ecc1256f9a004235a9?OpenDocument
Bitontum,Bitontum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7a0f298b488962ecc1256f9a004235a9?OpenDocument
Bituntum,Bituntum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7a0f298b488962ecc1256f9a004235a9?OpenDocument
Bivio,Bivio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69f1c7c438743979c1256f9a00423623?OpenDocument
Blanderatum,Blanderatum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/997ee2ca15de0b4cc1256f9a0042337d?OpenDocument
Blandratum,Blandratum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/997ee2ca15de0b4cc1256f9a0042337d?OpenDocument
Blentina,Blentina,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/789b1eac6aec8031c1256f9a0042348d?OpenDocument
Bobbio,Bobbio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2bb77d1e572eff43c1256f9a00423633?OpenDocument
Bobbium,Bobbium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2bb77d1e572eff43c1256f9a00423633?OpenDocument
Bobium,Bobium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2bb77d1e572eff43c1256f9a00423633?OpenDocument
Bogori,Bogori,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/851c8d54f58fedc1c1256f9a0045431a?OpenDocument
Bolano,Bolano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c83d3961ac82eb26c1256f9a00423668?OpenDocument
Bolengo,Bolengo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e40b796705e85f90c1256f9a004236c7?OpenDocument
Bolengum,Bolengum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e40b796705e85f90c1256f9a004236c7?OpenDocument
Bolgheri (Castagneto Carducci),Bolgheri (Castagneto Carducci),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/851c8d54f58fedc1c1256f9a0045431a?OpenDocument
Bolghieri,Bolghieri,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/851c8d54f58fedc1c1256f9a0045431a?OpenDocument
Bolgiano,Bolgiano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7c7d72381711f38bc1256f9a00427109?OpenDocument
Bollano,Bollano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c83d3961ac82eb26c1256f9a00423668?OpenDocument
Bollanum,Bollanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c83d3961ac82eb26c1256f9a00423668?OpenDocument
Bollengo,Bollengo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e40b796705e85f90c1256f9a004236c7?OpenDocument
Bologna,Bologna,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ea7c226e0978fa76c1256f9a0042379c?OpenDocument
Bolpino,Bolpino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b245454027c3db5cc1256f9a0056e5e3?OpenDocument
Bolzano,Bolzano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7c7d72381711f38bc1256f9a00427109?OpenDocument
Bombinacum,Bombinacum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cbc97d1b87e57519c1256f9a004271df?OpenDocument
Bominaco (Caporciano),Bominaco (Caporciano),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cbc97d1b87e57519c1256f9a004271df?OpenDocument
Bonacquisto (Arrone),Bonacquisto (Arrone),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/892fd8f15cceb658c1256f9a00427225?OpenDocument
Bonaquistum,Bonaquistum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/892fd8f15cceb658c1256f9a00427225?OpenDocument
Bonifacio,Bonifacio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50df2dce563b3287c1256f9a004272af?OpenDocument
Bonifacium,Bonifacium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50df2dce563b3287c1256f9a004272af?OpenDocument
Bonneville,Bonneville,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/33387f0671981bfdc1256f9a004273cd?OpenDocument
Bononia,Bononia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ea7c226e0978fa76c1256f9a0042379c?OpenDocument
Borghetto,Borghetto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e36a0377ff0f37c1256f9a00427492?OpenDocument
Borghetto Lodigiano,Borghetto Lodigiano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/efac7e2f73128a22c1256f9a004273d9?OpenDocument
Borghi,Borghi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/73c1ecfe264c134dc1256f9a00427424?OpenDocument
Borgo a Mozzano,Borgo a Mozzano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/60eea89e4319762dc1256f9a004274ac?OpenDocument
Borgo Panigale (Bologna),Borgo Panigale (Bologna),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/95789f3158f4d32ec1256fa80054244d?OpenDocument
Borgo San Donnino,Borgo San Donnino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3161e5639a264114c1256fa2005a0652?OpenDocument
Borgo San Martino,Borgo San Martino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/94b4dafc5a3c4b00c1256f9a004274cc?OpenDocument
Borgo San Sepolcro,Borgo San Sepolcro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/466092aced056bcfc1256fac00401fe5?OpenDocument
Borgo Val di Taro,Borgo Val di Taro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/11fae125345a99eec1256f9a00454339?OpenDocument
Borgo Velino,Borgo Velino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e36a0377ff0f37c1256f9a00427492?OpenDocument
Borgofranco d'Ivrea,Borgofranco d'Ivrea,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/25f4539c876fec30c1256f9a0042745a?OpenDocument
Borgosesia,Borgosesia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/20ad84d381f99c61c1256f9a00427468?OpenDocument
Borgotaro,Borgotaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/11fae125345a99eec1256f9a00454339?OpenDocument
Borgovelino,Borgovelino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e36a0377ff0f37c1256f9a00427492?OpenDocument
Bormio,Bormio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/23ec6707a9c74b90c1256f9a00427505?OpenDocument
Bormium,Bormium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/23ec6707a9c74b90c1256f9a00427505?OpenDocument
Bosco Chiesanuova,Bosco Chiesanuova,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8f0289abd03fa36ec1256f9a004275e3?OpenDocument
Bosco Frizzolana,Bosco Frizzolana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8f0289abd03fa36ec1256f9a004275e3?OpenDocument
Bosco Marengo,Bosco Marengo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d842e1e3a1abac4cc1256f9a004275f0?OpenDocument
Bossolasco,Bossolasco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e84e082a82225ac1256f9a004275fe?OpenDocument
Botzen,Botzen,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7c7d72381711f38bc1256f9a00427109?OpenDocument
Bourg,Bourg,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f706f0314ae8e36ac1256f9a0042762b?OpenDocument
Bourg en Bresse,Bourg en Bresse,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f706f0314ae8e36ac1256f9a0042762b?OpenDocument
Bovagnum,Bovagnum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b5523a2c4b8d25a8c1256f9a004276d5?OpenDocument
Boveglio (Villa Basilica),Boveglio (Villa Basilica),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d75e54cf75d79b3c1256f9a0042763e?OpenDocument
Bovegno,Bovegno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b5523a2c4b8d25a8c1256f9a004276d5?OpenDocument
Bovelium,Bovelium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d75e54cf75d79b3c1256f9a0042763e?OpenDocument
Boves,Boves,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9574012802aec07bc1256f9a004276f2?OpenDocument
Bovixium,Bovixium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9574012802aec07bc1256f9a004276f2?OpenDocument
Bovolone,Bovolone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e37e8834d26788fdc1256f9a0042771f?OpenDocument
Bozano,Bozano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70956d4a706d076dc1256f9a0042772a?OpenDocument
Bozen,Bozen,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7c7d72381711f38bc1256f9a00427109?OpenDocument
Bozolascum,Bozolascum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e84e082a82225ac1256f9a004275fe?OpenDocument
Bozolum,Bozolum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1b9a2ae068f90383c1256f9a0042773d?OpenDocument
Bozulum,Bozulum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1b9a2ae068f90383c1256f9a0042773d?OpenDocument
Bozzano (Mazzarosa),Bozzano (Mazzarosa),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/70956d4a706d076dc1256f9a0042772a?OpenDocument
Bozzolasco,Bozzolasco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e84e082a82225ac1256f9a004275fe?OpenDocument
Bozzolo,Bozzolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1b9a2ae068f90383c1256f9a0042773d?OpenDocument
Bra,Bra,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c3aa37c5e7aeb3f1c1256f9a0042783d?OpenDocument
Bracchianum,Bracchianum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a15c339c1a7a0de5c1256f9a00427849?OpenDocument
Bracciano,Bracciano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a15c339c1a7a0de5c1256f9a00427849?OpenDocument
Brando,Brando,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/75b74eb4f33443cac1256f9a00427897?OpenDocument
Brasichella,Brasichella,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cec5b4dabc3cc316c1256f9a00428071?OpenDocument
Brassichella,Brassichella,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cec5b4dabc3cc316c1256f9a00428071?OpenDocument
Brayda,Brayda,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c3aa37c5e7aeb3f1c1256f9a0042783d?OpenDocument
Brebbia,Brebbia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5763555a1068f66ec1256f9a004278c5?OpenDocument
Bregnanum,Bregnanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d92d84c9e4949d2c1256f9a0042801b?OpenDocument
Brendola,Brendola,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0609176af644635ec1256f9a004278d8?OpenDocument
Brendulae,Brendulae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0609176af644635ec1256f9a004278d8?OpenDocument
Brescello,Brescello,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/235e72c33c290fdbc1256f9a004278e7?OpenDocument
Brescia,Brescia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3598ef6e377d11adc1256f9a0042792c?OpenDocument
Bresse,Bresse,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a1657db8d295517c1256f9a00427f91?OpenDocument
Briantia,Briantia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/53fa32342decb7f4c1256f9a00427fce?OpenDocument
Brianza,Brianza,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/53fa32342decb7f4c1256f9a00427fce?OpenDocument
Bricherasio,Bricherasio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/250f1d567d4baedac1256fa9003b6c93?OpenDocument
Bricheraxium,Bricheraxium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/250f1d567d4baedac1256fa9003b6c93?OpenDocument
Brignano Gera d'Adda,Brignano Gera d'Adda,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d92d84c9e4949d2c1256f9a0042801b?OpenDocument
Brignanum Glareabduae,Brignanum Glareabduae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d92d84c9e4949d2c1256f9a0042801b?OpenDocument
Brindisi,Brindisi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a1895a1307862607c1256f9a0042804a?OpenDocument
Brisichella,Brisichella,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cec5b4dabc3cc316c1256f9a00428071?OpenDocument
Brisighella,Brisighella,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cec5b4dabc3cc316c1256f9a00428071?OpenDocument
Brissago,Brissago,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/10770b9e99a4bd5dc1256f9a00428112?OpenDocument
Brittinorum,Brittinorum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fb4b331a5cbf30f2c1256f9a00423335?OpenDocument
Brittonorium,Brittonorium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fb4b331a5cbf30f2c1256f9a00423335?OpenDocument
Brixellum,Brixellum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/235e72c33c290fdbc1256f9a004278e7?OpenDocument
Brixia,Brixia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3598ef6e377d11adc1256f9a0042792c?OpenDocument
Brixichella,Brixichella,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cec5b4dabc3cc316c1256f9a00428071?OpenDocument
