"comune1921","circondario1921","provincia1921","regione1921","fascist_violence","fascist_branch","fascist1921_vv","fascist1921restr","fascist1924_vv","deportations_d","depo_pop_cap1","large_donors","foots_pop6m","excess_mf1918","rain1919","psu1913_vv","psu1919_vv","psu1920d","psu1921_vv","psu1924_vv","strike_agr_1920","z_red_scare_index","lpop1911","sh_pop_1911_be6","larea","centre_alt","max_alt","ard_vol_pop6m","army_suppliers_d","cruent_d","veterans74_95","veterans96_00","dlab","shcrop","landlord_ass","ind_workers","ind_firms","literacy","elites","bourgeoisie","ownfarm_lots1885","nazi_occ_duration","viol_crimes1874","crime1874","lpop2","lpop3","lpop4","ppi1919_vv","fascist1919_vv","nationalist1919_vv","pnf1921_vv","pnf1921_d","ppi1921_vv","off_fascist1924_vv","ppi1924_vv","traditional1919_vv","traditional1921_vv","traditional1924_vv","casualties_pop6m","draft_foots_pop6m","draftres_foots_pop6m","arditi_pop6m","volunt_pop6m","ard_vol_d","ass_memb1900s_pop","ass1900s_d","agrstrike1913_4","indstrike1913_4","agrstrikers1913_4","indstrikers1913_4","fascist_murders","political_violence","other_violence","mlarge1885","jewish_pop1911","monuments1921d","monuments1921_pop","volunteers1866d","volunteers1866_pop","z_fascism_index","no_south","psu_cand1913","salo","KZ","geometry","veterans","province_fe","fascist_spread_21","fascist_spread_24"
"bagnodiromagna","roccasancasciano","firenze","toscana",0.207641199231148,0,0.0245841760188341,NA,0.712885141372681,0,0,0,0.0520455092191696,NA,1,0.0759096592664719,0.384105950593948,1,0.540880501270294,0.114845938980579,1,1.41247844696045,9.1728458404541,0.163517445325851,10.0561656951904,461,1520,0.000726216414477676,0,1,0.301208794116974,0.146146580576897,0.194153666496277,0.294094413518906,0,0.0436282455921173,0.0178571436554193,0.350036323070526,0.0300217270851135,0.0519454851746559,1,550,1.14871430397034,3.97631883621216,84.1410980224609,771.813354492188,7079.724609375,0.434878587722778,0,0,0,0,0.172230288386345,0.712885141372681,0.0742296949028969,0.181015461683273,0.0818502753973007,0.00420168088749051,0.0658436194062233,0.0167029779404402,0.0488985702395439,0.000726216414477676,0,1,0,0,0,0,0,0,0,0.207641199231148,0,0,5.2509978559101e-05,0,0,1,0,0.232540354132652,1,1,1,0,c(11.9700002670288, 43.8300018310547),0.447355374693871,"firenze",0.0245841760188341,0.688300965353847
"bagnolideltrigno","campobasso","campobasso","abruzzi",0,0,0,0,0.695252656936646,0,0,0,0.0372720062732697,NA,1,0,0,1,0.0876132920384407,0.00918836146593094,0,-0.0103795696049929,8.29829025268555,0.155339807271957,8.21093940734863,681,783,0,0,1,0.26503574848175,0.137613847851753,0.180901348590851,0.0378190986812115,0,0.0536955147981644,0.0195830706506968,0.674068212509155,0.010242672637105,0.0386069938540459,1,158,2.88630771636963,18.9369945526123,68.8616180419922,571.433715820312,4741.9228515625,NA,0,0,0,0,0.00302114803344011,0.695252656936646,0.00306278723292053,NA,0.90936553478241,0.292496174573898,0.0452022217214108,0.0166534502059221,0.0356859639286995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231144585995935,0,0,0,0,-0.445476740598679,0,0,1,0,c(14.4499998092651, 41.7000007629395),0.402649596333504,"campobasso",0,0.695252656936646
"bagnolidisopra","padova","padova","veneto",0,1,0.0444883517920971,NA,0.88837206363678,0,0,0,0.0465784929692745,NA,0.854359865188599,0.100538596510887,0.330213904380798,0,0.463137984275818,0.0651162788271904,1,0.28023898601532,8.3245792388916,0.152521818876266,8.15851593017578,6,6,0,0,1,0.269479960203171,0.136322170495987,0.389888495206833,0.0112772425636649,0,0.014961389824748,0.000965250947047025,0.692926943302155,0.0105169788002968,0.0900912284851074,0,720,1.47549891471863,6.75623226165771,69.2986221313477,576.8818359375,4802.298828125,0.434491991996765,0,0,0,0,0.349716454744339,0.88837206363678,0.0418604649603367,0.235294118523598,0.142657205462456,0,0.0534790121018887,0.0184013806283474,0.044853363186121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133819063194096,0,0,1,0,1.25784838199615,1,1,1,0,c(11.8900003433228, 45.1800003051758),0.405802130699158,"padova",0.0444883517920971,0.843883711844683
"bagnoliirpino","santangelodelombardi","avellino","campania",0,0,NA,NA,0.866515815258026,0,0,0,0.0144534781575203,NA,0.484989017248154,0,0,0,NA,0,0,-1.05090260505676,8.3728609085083,0.126848429441452,8.86375713348389,654,1809,0,0,1,0.209249228239059,0.135668218135834,0.279265254735947,0.0186799503862858,0,0.0293762572109699,0.00402414472773671,0.624661266803741,0.030821917578578,0.0605541728436947,0,144,9.89596557617188,24.1055564880371,70.1047973632812,586.977722167969,4914.68310546875,NA,0,0,NA,NA,NA,0.866515815258026,0.011312217451632,NA,NA,0.119909502565861,0.0171635057777166,0.00722673907876015,0.0126467933878303,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84219732345082e-05,1,0.231053605675697,0,0.231053605675697,0.154413878917694,0,0,0,0,c(15.0699996948242, 40.8199996948242),0.344917446374893,"avellino",NA,NA
"bagnolocremasco","crema","cremona","lombardia",0.402900874614716,0,0.00765128061175346,NA,0.484375,0,0,0,0.0202391911298037,NA,0.887839019298553,0.387173384428024,0.321167886257172,0,0.323917150497437,0.180555552244186,0,-0.504322588443756,7.81682014465332,0.195809826254845,6.94601392745972,82,85,0.000919963174965233,0,1,0.246758565306664,0.143148645758629,0.35095626115799,0.00450769532471895,0,0.0820783153176308,0.0112951807677746,0.711131572723389,0.038637388497591,0.10438534617424,0,718,0.725619196891785,2.56385445594788,61.1026763916016,477.628631591797,3733.537109375,0.532846689224243,0,0,0,0,0.512241065502167,0.477430552244186,0.307291656732559,0.145985394716263,0.156190529465675,0.0173611119389534,0.0285188592970371,0.00551977939903736,0.0183992646634579,0.000919963174965233,0,1,0,0,0,0,0,0,0,0.805801749229431,0.402900874614716,1,7.6378149969969e-05,0,0,0,0,0.256035804748535,1,1,1,0,c(9.61999988555908, 45.3499984741211),0.389907211065292,"cremona",0.00765128061175346,0.476723719388247
"bagnolodelsalento","lecce","lecce","puglie",0,0,0,0,1,0,0,0,0.0401396155357361,NA,1,0,0,0,NA,0,0,-1.05090260505676,7.26402997970581,0.168767511844635,6.53087759017944,100,102,0.00174520071595907,0,1,0.285590589046478,0.1600172072649,0.443596005439758,0.0466503612697124,0,0,0,0.219895288348198,0.0341227725148201,0.0657400190830231,0,127,2.7947154045105,20.3252029418945,52.7661323547363,383.294769287109,2784.2646484375,0,0,0,0,0,NA,0.686224460601807,0,1,NA,0.313775509595871,0.0506108216941357,0.00872600357979536,0.0383944138884544,0.00174520071595907,0,1,0,0,0,0,0,0,0,0,0,1,0.000137301860377192,0,0,0,0,0.0339261628687382,0,1,0,0,c(18.3500003814697, 40.1300010681152),0.445607796311378,"lecce",0,1
"bagnolodipo","rovigo","rovigo","veneto",0,1,0.30208620429039,NA,0.850793659687042,0,0,0,0.0334975384175777,NA,0.917632699012756,0,0.855750501155853,1,0.285464107990265,0.139682546257973,0,1.44598066806793,7.81035280227661,0.176399022340775,7.68017578125,10,13,0,0,1,0.306629836559296,0.156635507941246,0.346942335367203,0.0109493304044008,1,0.00557768903672695,0.00239043822512031,0.73990148305893,0.020442632958293,0.0880605727434158,1,717,1.52558624744415,4.57675886154175,61.0016098022461,476.444091796875,3721.19653320312,0.0350877195596695,0,0,0,0,0.0420315228402615,0.850793659687042,0.00952380988746881,0.109161794185638,0.370418161153793,0,0.0433497540652752,0.01970443315804,0.0325123146176338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000683531048707664,0,0,1,0,2.66860747337341,1,1,1,0,c(11.5, 45),0.463265344500542,"rovigo",0.30208620429039,0.548707455396652
"bagnoloinpiano","reggionellemilia","reggionellemilia","emilia",0,1,0.393888980150223,NA,0.800486624240875,0,0,0,0.0331928357481956,NA,0.873488068580627,0.623336732387543,0.781671166419983,1,0,0.152473643422127,0,1.31990873813629,8.40827083587646,0.187778770923615,7.89133071899414,32,35,0.000526870368048549,0,1,0.275570273399353,0.155984610319138,0.202551260590553,0.0572246052324772,0,0.0700995251536369,0.0220683682709932,0.830874621868134,0.0426402799785137,0.122476547956467,0,716,0.425531923770905,2.07446813583374,70.6990203857422,594.456481933594,4998.35107421875,0.115004494786263,0,0,0,0,0.317174524068832,0.800486624240875,0.0470397397875786,0.103324346244335,0.288936525583267,0,0.0458377227187157,0.00895679648965597,0.0310853533446789,0.000526870368048549,0,1,0.00892060622572899,1,0,0,0,0,0,0,0,1,0.000550022406969219,0,0,0,0,3.11330270767212,1,1,1,0,c(10.6899995803833, 44.75),0.431554883718491,"reggionellemilia",0.393888980150223,0.406597644090652
"bagnolomella","brescia","brescia","lombardia",0.190876126289368,0,0.0731359347701073,0.0731359347701073,0.970426380634308,0,0,0,0.0219880901277065,NA,1,0,0.426267266273499,1,0.582949280738831,0.0110041266307235,1,1.48423063755035,8.56388568878174,0.173124641180038,8.0420560836792,85,97,0.000458085210993886,0,1,0.152738600969315,0.107952795922756,0.343294560909271,0.0398040413856506,0,0.145530939102173,0.0122230714187026,0.783325672149658,0.0200244951993227,0.0923453718423843,0,719,1.99458611011505,8.12081527709961,73.3401412963867,628.076538085938,5378.77587890625,0.213133633136749,0,0,0,0,0.175883263349533,0.970426380634308,0.0185694638639688,0.266129046678543,0.163423210382462,0,0.0302336234599352,0.00916170421987772,0.0201557483524084,0.000458085210993886,0,1,0.136476427316666,1,0,0,0,0,0,0.190876126289368,0,1,0.000212261293199845,0,0,1,0,0.873545169830322,1,0,1,0,c(10.1899995803833, 45.4199981689453),0.260691396892071,"brescia",0.0731359347701073,0.897290445864201
"bagnolopiemonte","saluzzo","cuneo","piemonte",0,0,0,0,0.421686738729477,0,0,0,0.027181688696146,NA,0.54743480682373,0,0.173871278762817,0,0.0995633155107498,0.101204819977283,0,-0.75499951839447,8.78262996673584,0.151226997375488,8.74687576293945,367,2720,0,0,1,0.182714357972145,0.128104627132416,0.162015050649643,0.0246437061578035,0,0.142553836107254,0.0370033346116543,0.814735352993011,0.0236539971083403,0.0816508308053017,1,721,1.65349996089935,2.26590728759766,77.1345901489258,677.444580078125,5949.74462890625,0.362151771783829,0,0,0,0,0.448034942150116,0.414457827806473,0.0542168691754341,0.463976919651031,0.452401757240295,0.422891557216644,0.0461373403668404,0.00965665280818939,0.0257510729134083,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000466134079033509,1,0.153374239802361,1,0.153374239802361,-0.875827670097351,1,0,1,0,c(7.32000017166138, 44.75),0.310818985104561,"cuneo",0,0.421686738729477
"bagnolosanvito","mantova","mantova","lombardia",0.169262021780014,1,0.0173369720578194,NA,0.731081902980804,0,0,0,0.0271633677184582,NA,0.876098215579987,0.506220102310181,0.739631354808807,1,0.600133538246155,0.206378981471062,0,1.24836313724518,8.68406295776367,0.155721053481102,8.50329685211182,18,23,0,0,1,0.282796382904053,0.16234977543354,0.188414245843887,0.0245307441800833,0,0.0431630983948708,0.0125205926597118,0.805199861526489,0.0279611647129059,0.167508095502853,0,718,0.72858989238739,4.55889081954956,75.4129486083984,654.890808105469,5687.11279296875,0.0983102917671204,0,0,0,0,0.162216290831566,0.727954983711243,0.0362726710736752,0.162058368325233,0.220313221216202,0.0187617260962725,0.0384167619049549,0.00970120262354612,0.025611175224185,0,0,0,0,0,0,0,0,0,0,0.169262021780014,0,0,0.00247530429624021,0,0,1,0,1.27121925354004,1,1,1,0,c(10.8900003433228, 45.0800018310547),0.445146158337593,"mantova",0.0173369720578194,0.713744930922985
"bagolino","salo","brescia","lombardia",0,0,0.0112936347723007,0.0112936347723007,0.249011859297752,0,0,0,0.0208550579845905,NA,1,0.048740416765213,0.050397876650095,0,0.0112936347723007,0.121212124824524,0,-0.96513295173645,8.41449546813965,0.142952129244804,9.3097333908081,715,2583,0,1,1,0.152738600969315,0.107922829687595,0.275165855884552,0.00721084512770176,0,0.0394853577017784,0.011978704482317,0.9447340965271,0.0170175954699516,0.0920103788375854,1,719,0.52756530046463,11.6064367294312,70.8037338256836,595.777709960938,5013.1689453125,0.757294416427612,0,0,0,0,0.775153994560242,0.249011859297752,0.629776000976562,0.1843501329422,0.202258720993996,0,0.0391032323241234,0.0104275289922953,0.0177267994731665,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000171235325979069,0,0,1,0,-1.08302283287048,1,1,1,0,c(10.4700002670288, 45.8199996948242),0.26066143065691,"brescia",0.0112936347723007,0.237718224525452
"baiano","avellino","avellino","campania",0,0,NA,NA,0.770284533500671,0,0,0,0.0247148294001818,NA,0.964825868606567,0,0,0,NA,0,0,-1.05090260505676,7.91899251937866,0.153146594762802,7.10332202911377,190,778,0,0,1,0.209249228239059,0.135687559843063,0.341863244771957,0.0136945219710469,0,0.03288958594203,0.00783085357397795,0.610266149044037,0.0303878448903561,0.0776689276099205,0,144,5.6206841468811,21.8403720855713,62.7104415893555,496.603515625,3932.599609375,NA,0,0,NA,NA,NA,0.770284533500671,0.0010537407360971,NA,NA,0.0684931501746178,0.0332699604332447,0.00855513289570808,0.0247148294001818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100151904916856,0,0,0,0,-0.0474300533533096,0,0,0,0,c(14.6199998855591, 40.9500007629395),0.344936788082123,"avellino",NA,NA
"baiedo","lecco","como","lombardia",0,0,0.0270793046802282,0.0270793046802282,0.421052634716034,0,0,0,0.00900900922715664,NA,1,0.0623347200453281,0.111111111938953,0,0.0425531901419163,0,0,-0.861808061599731,5.58349609375,0.18045112490654,5.94803476333618,641,2410,0,0,1,0.186890617012978,0.137499436736107,0.162615537643433,0.00136939401272684,0,0,0,0.981981992721558,0.0184868201613426,0.107497431337833,0,720,0.685938239097595,3.23370885848999,31.1754283905029,174.067886352539,971.907348632812,0.666666686534882,0,0,0,0,0.659574449062347,0.394736856222153,0.184210523962975,0.222222223877907,0.27079302072525,0.394736856222153,0.0360360369086266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.722308456897736,1,1,1,0,c(9.4399995803833, 45.9599990844727),0.324390053749084,"como",0.0270793046802282,0.393973330035806
"baiodora","ivrea","torino","piemonte",0,0,0.0351884551346302,NA,0.691358029842377,0,0,0,0,NA,0.595954954624176,0.168674692511559,0.517241358757019,0,0.466666668653488,0.185185179114342,0,-0.170634657144547,6.1202974319458,0.145054951310158,5.86646795272827,253,1160,0,1,0,0.206026747822762,0.130031824111938,0.105707630515099,0.00334886438213289,0,0,0,0.959770143032074,0.0127402450889349,0.0569306910037994,1,720,0.663129985332489,0.994694948196411,37.4580421447754,229.254348754883,1403.10485839844,0.0459770113229752,0.218390807509422,0,0,0,0.0571428574621677,0.691358029842377,0.0123456791043282,0.218390807509422,0.441002011299133,0.111111111938953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198887471924536,0,0,0,0,-0.250815272331238,1,1,1,0,c(7.82999992370605, 45.5099983215332),0.3360585719347,"torino",-0.183202352374792,0.656169574707747
"bairo","ivrea","torino","piemonte",0,0,NA,NA,0.217821776866913,0,0,0,0.0216606501489878,NA,0.607162237167358,0.235294118523598,0.286516845226288,0,NA,0.059405941516161,0,-0.563293516635895,7.03790616989136,0.0904302000999451,6.57368040084839,365,490,0,0,1,0.206026747822762,0.129823789000511,0.104725852608681,0.0079146595671773,0,0.202283844351768,0.00978792831301689,0.953068614006042,0.0256939679384232,0.0743289738893509,1,720,0.404612571001053,1.01153147220612,49.5321235656738,348.602447509766,2453.43115234375,0.0337078645825386,0.561797738075256,0,NA,NA,NA,0.217821776866913,0.0396039597690105,0.117977529764175,NA,0.683168351650238,0.036101084202528,0.0126353790983558,0.0198555961251259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198887471924536,0,0,0,0,-1.20621395111084,1,1,1,0,c(7.76000022888184, 45.3899993896484),0.335850536823273,"torino",NA,NA
"baiso","reggionellemilia","reggionellemilia","emilia",0,0,0.133939161896706,NA,0.7331223487854,0,0,0,0.0504795573651791,NA,0.939643919467926,0.304981768131256,0.506493508815765,0,0,0.138185650110245,0,-0.1889259070158,8.43641662597656,0.162185609340668,8.92505550384521,529,855,0,0,1,0.275570273399353,0.155641868710518,0.148579865694046,0.159579709172249,0,0.0168847609311342,0.00759814260527492,0.604745090007782,0.0279100313782692,0.0479395836591721,1,716,0.153491944074631,0.920951664447784,71.1731262207031,600.446166992188,5065.61376953125,0.385714292526245,0,0,0,0,0.767810046672821,0.7331223487854,0.123417720198631,0.10779220610857,0.0982508063316345,0.00316455704160035,0.066633015871048,0.0212014131247997,0.0484603717923164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000550022406969219,0,0,1,0,0.378364413976669,1,1,1,0,c(10.6199998855591, 44.4799995422363),0.431212142109871,"reggionellemilia",0.133939161896706,0.599183186888695
"baldichieri","asti","alessandria","piemonte",0,0,0.0687438473105431,NA,0.504950523376465,0,0,0,0.0233160629868507,NA,0.516970932483673,0,0.388349503278732,0,0.425641030073166,0.0643564388155937,1,0.379177153110504,6.8046145439148,0.139689579606056,6.20657587051392,173,247,0,0,1,0.262133926153183,0.140384569764137,0.0825431942939758,0.0207543186843395,0,0.0866666659712791,0.00666666682809591,0.976683914661407,0.0359249897301197,0.105299204587936,1,716,0.823820173740387,3.059903383255,46.3027801513672,315.072570800781,2143.947265625,0.257281541824341,0,0,0,0,0.261538475751877,0.5,0.0346534661948681,0.189320385456085,0.244076669216156,0.396039605140686,0.0414507761597633,0.0155440410599113,0.0233160629868507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101820577401668,1,1.10864746570587,0,1.10864746570587,-0.352586090564728,1,1,1,0,c(8.09000015258789, 44.9099998474121),0.40251849591732,"alessandria",0.0687438473105431,0.436206676065922
"baldisserocanavese","ivrea","torino","piemonte",0,0,NA,NA,0.828282833099365,0,0,0,0.0307017546147108,NA,0.593394041061401,0.0359365604817867,0.125,0,NA,0.060606062412262,0,-0.838171243667603,6.3885612487793,0.114285714924335,6.0776424407959,345,750,0,0,0,0.206026747822762,0.129865407943726,0.105707630515099,0.00334886438213289,0,0.0666666701436043,0.0196078438311815,0.947368443012238,0.0127402450889349,0.0569306910037994,1,720,0.0727855041623116,0.873426020145416,40.8137130737305,260.740905761719,1665.75927734375,0.10416666418314,0.65625,0,NA,NA,NA,0.828282833099365,0.060606062412262,0.11458332836628,NA,0.0505050495266914,0.070175439119339,0.0219298247247934,0.0307017546147108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198887471924536,0,0,0,0,0.0742206647992134,1,1,1,0,c(7.73999977111816, 45.4099998474121),0.335892155766487,"torino",NA,NA
"balestrate","palermo","palermo","sicilia",0,0,0,0,0.584707617759705,0,0,0,0.0185456313192844,NA,1,0,0,0,0,0.0269865058362484,0,-1.05090260505676,8.55737495422363,0.166762724518776,6.68710851669312,35,85,0.00048804294783622,0,1,0.15383392572403,0.112020991742611,0.29319503903389,0.00531242089346051,0,0.0381066985428333,0.0112314485013485,0.389458268880844,0.0555274486541748,0.0642549991607666,1,74,1.65987181663513,10.5125217437744,73.2286682128906,626.645141601562,5362.4375,0.0476190485060215,0,0,0,0,0.134361237287521,0.584707617759705,0.05697151273489,0.92960661649704,0.865638792514801,0.148425787687302,0.0239141043275595,0.00976085849106312,0.0175695456564426,0.00048804294783622,0,1,0,1,0,0,0,0,0,0,0,1,0.000523224647622555,0,0,0,0,-0.61937689781189,0,0,0,0,c(13, 38.0499992370605),0.26585491746664,"palermo",0,0.584707617759705
"ballabioinferiore","lecco","como","lombardia",0,0,0,0,0.169491529464722,1,1,0,0.0250766109675169,NA,1,0.0623347163200378,0.0454545468091965,0,0.082568809390068,0.0508474558591843,0,-0.973545730113983,6.19644403457642,0.150712832808495,6.09807443618774,653,2184,0,0,1,0.186890617012978,0.137474372982979,0.162615537643433,0.00136939401272684,0,0.262548267841339,0.0424710437655449,0.931818187236786,0.0184868201613426,0.107497431337833,0,720,1.08104336261749,4.28930139541626,38.3959197998047,237.918167114258,1474.24658203125,0.190909087657928,0,0,0,0,0.256880730390549,0.169491529464722,0.220338985323906,0.763636350631714,0.660550475120544,0.54237288236618,0.0313457623124123,0.00835886970162392,0.0229868907481432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.03665995597839,0,2.03665995597839,-1.27255988121033,1,1,1,0,c(9.42000007629395, 45.8899993896484),0.324364989995956,"como",0,0.169491529464722
"ballabiosuperiore","lecco","como","lombardia",0,0,0,0,0.569892466068268,0,0,0,0.0241908431053162,NA,0.994515359401703,0.0599999986588955,0.125984251499176,0,0.0503597110509872,0.0967741906642914,0,-0.836496114730835,6.35784244537354,0.162911608815193,6.95749759674072,653,2184,0,0,1,0.186890617012978,0.137463927268982,0.162615537643433,0.00136939401272684,0,0.25,0.0126582281664014,0.929104506969452,0.0184868201613426,0.107497431337833,0,720,1.08104336261749,4.28930139541626,40.4221611022949,256.997741699219,1633.95104980469,0.393700778484344,0,0,0,0,0.302158266305923,0.559139788150787,0.279569894075394,0.48031497001648,0.64748203754425,0.0107526881620288,0.0302385538816452,0.00806361436843872,0.0221749395132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64268285036087,1,1,1,0,c(9.42000007629395, 45.9000015258789),0.32435454428196,"como",0,0.569892466068268
"ballao","cagliari","cagliari","sardegna",0,0,0,0,0.15625,0,0,0,0.0333919152617455,NA,NA,0,0,0,NA,0.025000000372529,0,-1.05090260505676,7.25205373764038,0.187810063362122,8.448486328125,98,553,0.00175746926106513,1,1,0.145492002367973,0.11811962723732,0.386877119541168,0.0266171470284462,0,0.175977647304535,0.0097765363752842,0.268892794847488,0.0321881771087646,0.0377592071890831,1,132,0.923872888088226,9.79305267333984,52.59228515625,381.402069091797,2765.9482421875,0.172661870718002,0,0,0,0,NA,0.15625,0.481249988079071,0.352517992258072,NA,0.112499997019768,0.0404217913746834,0.0123022850602865,0.031634446233511,0.00175746926106513,0,1,0,1,0,0,0,0,0,0,0,0,0.000244630355155095,0,0,0,0,-1.29339039325714,0,0,0,0,c(9.36999988555908, 39.5299987792969),0.263611629605293,"cagliari",0,0.15625
"ballarate","varese","como","lombardia",0,0,0.0337218903005123,NA,0.611570239067078,0,0,0,0.0752688199281693,NA,0.734647035598755,0.471365630626678,0.645669281482697,1,0.513833999633789,0.165289252996445,0,1.08845365047455,5.5451774597168,0.1640625,5.01063537597656,247,541,0,0,0,0.254373610019684,0.156309068202972,0.124532386660576,0.0410513877868652,0,0.0180180184543133,0.00900900922715664,0.935483872890472,0.0201811380684376,0.088206335902214,1,719,0.787693440914154,3.01176905632019,30.7489929199219,170.50862121582,945.500549316406,0.275590538978577,0,0,0,0,0.320158094167709,0.611570239067078,0.1942148655653,0.078740157186985,0.132286012172699,0.0206611566245556,0.139784947037697,0.0215053763240576,0.0752688199281693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219872948946431,0,0,0,0,-0.384699046611786,1,1,1,0,c(8.61999988555908, 45.8699989318848),0.410682678222656,"como",0.0337218903005123,0.577848348766565
"balme","torino","torino","piemonte",0,0,0.0672840029001236,NA,0.538461565971375,0,0,0,0.0220588240772486,NA,0.599480867385864,0,0.375,0,0.280000001192093,0.25,0,-0.412708342075348,5.81114101409912,0.0958083868026733,8.72371959686279,1432,3676,0,0,1,0.183063253760338,0.0978680029511452,0.123002991080284,0.00181841792073101,0,0.00653594778850675,0.00653594778850675,0.919117629528046,0.0140277948230505,0.0583192631602287,1,720,0.778656601905823,4.50801181793213,33.769359588623,196.238510131836,1140.36962890625,0.0416666679084301,0,0,0,0,0.0933333337306976,0.538461565971375,0.0192307699471712,0.583333313465118,0.559382677078247,0.192307695746422,0.0588235296308994,0.0147058824077249,0.0147058824077249,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00423060171306133,0,0,0,0,-0.308199316263199,1,0,1,0,c(7.21999979019165, 45.2999992370605),0.280931256711483,"torino",0.0672840029001236,0.471177563071251
"balmuccia","varallo","novara","piemonte",0,0,0.0468414165079594,NA,0.600000023841858,0,0,0,0.0149253727868199,NA,0.597102344036102,0.157894745469093,0.203703701496124,0,0.302325576543808,0.200000002980232,0,-0.704229176044464,5.57973003387451,0.158490568399429,6.8522424697876,560,1676,0,0,0,0.270783513784409,0.170612007379532,0.140664964914322,0.000568343268241733,0,0.112359553575516,0.0561797767877579,0.925373136997223,0.0190395005047321,0.066780336201191,1,718,0.398036360740662,2.91893315315247,31.1333866119385,173.715896606445,969.287780761719,0,0,0,0,0,0.162790700793266,0.600000023841858,0.150000005960464,0.796296298503876,0.488042324781418,0.0500000007450581,0.0447761192917824,0,0.0149253727868199,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82716638746206e-05,0,0,0,0,-0.328039228916168,1,1,1,0,c(8.14000034332275, 45.8199996948242),0.44139552116394,"novara",0.0468414165079594,0.553158607333899
"balocco","vercelli","novara","piemonte",0,0,0.0114272106438875,0.0114272106438875,0.452941179275513,0,0,0,0.0266666673123837,NA,0.600542306900024,0.60606062412262,0.53191488981247,0,0.708487093448639,0.376470595598221,0,-0.145662501454353,7.57455825805664,0.0949691981077194,7.7748556137085,166,192,0,0,1,0.309135109186172,0.14052277803421,0.469997555017471,0.00587803078815341,1,0.0480093695223331,0.00234192027710378,0.717333316802979,0.0181239284574986,0.061719324439764,0,718,2.98953652381897,14.6273756027222,57.3739318847656,434.582183837891,3291.76806640625,0.148936167359352,0,0,0,0,0.114391140639782,0.452941179275513,0.0823529437184334,0.319148927927017,0.165694564580917,0.0882352963089943,0.0399999991059303,0.0133333336561918,0.0253333337605,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00113439257256687,0,0,0,0,-0.761456191539764,1,1,1,0,c(8.28999996185303, 45.4500007629395),0.449657887220383,"novara",0.0114272106438875,0.441513968631625
"balsamo","monza","milano","lombardia",0,0,0.0106691066175699,NA,0.133047208189964,0,0,0,0.0270897839218378,NA,0.797896802425385,0.453125,0.753424644470215,1,0.673048615455627,0.545064389705658,0,1.27183735370636,7.99564361572266,0.165768191218376,6.31896829605103,157,163,0,0,1,0.178350180387497,0.120879247784615,0.129177361726761,0.0831708535552025,0,0.131917625665665,0.0115830115973949,0.905572772026062,0.0165726020932198,0.104121774435043,0,721,1.01713228225708,4.64066600799561,63.9303169250488,511.164031982422,4087.08544921875,0.246575340628624,0,0,0,0,0.281296014785767,0.131616592407227,0.301859796047211,0,0.0349862724542618,0.0100143067538738,0.0348297208547592,0.0123839005827904,0.0263157896697521,0,0,0,0,0,0,0,0,0,0,0,0,1,9.89087056950666e-05,0,0,1,0,-1.26901233196259,1,1,1,0,c(9.22000026702881, 45.5499992370605),0.299229428172112,"milano",0.0106691066175699,0.122378101572394
"balvano","potenza","potenza","basilicata",0,0,0,0,0.942028999328613,0,0,0,0.0370370373129845,NA,0.587652444839478,0,0,0,0,0,0,-1.05090260505676,7.81641721725464,0.133817002177238,8.33662986755371,420,1239,0.000974658876657486,0,1,0.0989521369338036,0.093791589140892,0.379717350006104,0.0249262303113937,0,0.0556023605167866,0.0235888790339231,0.357699811458588,0.0200341679155827,0.0683335959911346,0,134,6.39795255661011,10.2367238998413,61.096378326416,477.554779052734,3732.76733398438,0,0,0,0,0,0.0260115601122379,0.942028999328613,0.014492753893137,1,0.973988473415375,0,0.0467836260795593,0.0155945420265198,0.0350877195596695,0.000974658876657486,0,1,0,0,0,0,0,0,0,0,0,0,0.00046277666115202,0,0,0,0,-0.0572689436376095,0,0,0,0,c(15.5, 40.6500015258789),0.192743726074696,"potenza",0,0.942028999328613
