"comune1921","circondario1921","provincia1921","regione1921","fascist_violence","fascist_branch","fascist1921_vv","fascist1921restr","fascist1924_vv","deportations_d","depo_pop_cap1","large_donors","foots_pop6m","excess_mf1918","rain1919","psu1913_vv","psu1919_vv","psu1920d","psu1921_vv","psu1924_vv","strike_agr_1920","z_red_scare_index","lpop1911","sh_pop_1911_be6","larea","centre_alt","max_alt","ard_vol_pop6m","army_suppliers_d","cruent_d","veterans74_95","veterans96_00","dlab","shcrop","landlord_ass","ind_workers","ind_firms","literacy","elites","bourgeoisie","ownfarm_lots1885","nazi_occ_duration","viol_crimes1874","crime1874","lpop2","lpop3","lpop4","ppi1919_vv","fascist1919_vv","nationalist1919_vv","pnf1921_vv","pnf1921_d","ppi1921_vv","off_fascist1924_vv","ppi1924_vv","traditional1919_vv","traditional1921_vv","traditional1924_vv","casualties_pop6m","draft_foots_pop6m","draftres_foots_pop6m","arditi_pop6m","volunt_pop6m","ard_vol_d","ass_memb1900s_pop","ass1900s_d","agrstrike1913_4","indstrike1913_4","agrstrikers1913_4","indstrikers1913_4","fascist_murders","political_violence","other_violence","mlarge1885","jewish_pop1911","monuments1921d","monuments1921_pop","volunteers1866d","volunteers1866_pop","z_fascism_index","no_south","psu_cand1913","salo","KZ","geometry","veterans","province_fe","fascist_spread_21","fascist_spread_24"
"palmassuergiu","iglesias","cagliari","sardegna",0,0,0,0,0.575949370861053,0,0,0,0.0628491640090942,NA,1,0.0380434766411781,0.137362644076347,0,0.0617283955216408,0.0253164563328028,0,-0.817131817340851,7.40123128890991,0.173992678523064,8.86262512207031,16,332,0,0,1,0.145492002367973,0.118002153933048,0.229310348629951,0.00886699464172125,0,0.0126728108152747,0.00230414746329188,0.14385475218296,0.0339901484549046,0.0536945834755898,1,132,1.75131344795227,6.61607313156128,54.7782249450684,405.426300048828,3000.65380859375,0.214285716414452,0,0,0,0,0.123456791043282,0.575949370861053,0.113924048841,0.648351669311523,0.567901253700256,0.00632911408320069,0.0684357509016991,0.0237430166453123,0.0614525154232979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141280179377645,0,0,0,0,-0.633154630661011,0,1,0,0,c(8.53999996185303, 39.0999984741211),0.263494156301022,"cagliari",0,0.575949370861053
"palmi","palmi","reggiodicalabria","calabrie",0,1,0,0,0.580767393112183,0,0,0,0.0280828084796667,1.01980197429657,1,0.244117647409439,0.31496062874794,0,NA,0.360492646694183,0,-0.514886438846588,9.54930973052979,0.166726037859917,8.07340335845947,250,582,0.000180018003447913,0,1,0.174296468496323,0.128056764602661,0.26980385184288,0.0885557979345322,0,0.0549904182553291,0.0129736103117466,0.468226820230484,0.0341813825070858,0.0928701683878899,1,126,10.2124853134155,21.5779933929443,91.1893157958984,870.795043945312,8315.4912109375,0.196850389242172,0,0,0,0,NA,0.575082898139954,0.00615821871906519,0.488188982009888,NA,0.0397915691137314,0.0356435626745224,0.0108010796830058,0.0266426634043455,0.000180018003447913,0,1,0.00883505493402481,1,0,0,0,0,0,0,0,1,3.18175443680957e-05,0,0,0,0,0.52009642124176,0,1,0,0,c(15.8400001525879, 38.3499984741211),0.302353233098984,"reggiodicalabria",0,0.580767393112183
"palmiano","ascolipiceno","ascolipiceno","marche",0,0,0,0,0.80916029214859,0,0,0,0.0290322583168745,NA,1,0,0,0,0,0.0229007638990879,0,-1.05090260505676,6.60665035247803,0.137837842106819,7.20711898803711,541,773,0,0,1,0.227753862738609,0.129988431930542,0.167596742510796,0.191107854247093,0,0.0136612020432949,0.0054644807241857,0.306451618671417,0.0390632152557373,0.0902936607599258,1,406,4.84708213806152,14.0096311569214,43.6478271484375,288.365936279297,1905.13293457031,0.271929830312729,0,0,0,0,0.483870953321457,0.80916029214859,0.160305336117744,0.728070199489594,0.516129016876221,0,0.0354838706552982,0.0161290317773819,0.0258064512163401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206449141842313,0,0,0,0,-0.266286820173264,1,0,1,0,c(13.4499998092651, 42.8800010681152),0.357742294669151,"ascolipiceno",0,0.80916029214859
"palmira","potenza","potenza","basilicata",0,0,0,0,0.995041310787201,0,0,0,0.0489130429923534,NA,0.752597510814667,0,0,0,0.0185873601585627,0,0,-1.05090260505676,8.15564918518066,0.173126608133316,8.60611915588379,670,754,0.000776397529989481,0,1,0.0989521369338036,0.0936340540647507,0.520394921302795,0.00779423210769892,0,0.0394242815673351,0.00938673317432404,0.413043469190598,0.0171473100781441,0.0394907779991627,0,134,2.68656706809998,8.65671634674072,66.5146102905273,542.469848632812,4424.19384765625,0,0,0,0,0,0.0501858741044998,0.990082621574402,0.00165289256256074,1,0.931226789951324,0.00495867757126689,0.0597826093435287,0.0232919249683619,0.0465838499367237,0.000776397529989481,0,1,0,0,0,0,0,0,0,0,0,0,0.00046277666115202,0,0,0,0,0.0261255428195,0,0,0,0,c(15.9899997711182, 40.75),0.192586190998554,"potenza",0,0.995041310787201
"palodelcolle","baridellepuglie","baridellepuglie","puglie",0,0,0.0280977934598923,NA,1,0,0,0,0.0172211341559887,NA,1,0,0.000491159153170884,0,0.00611620815470815,0,1,-0.280900150537491,9.43380355834961,0.143873959779739,8.97575664520264,177,313,0,0,1,0.226938903331757,0.128977611660957,0.426444947719574,0.00127921847160906,0,0.0859983414411545,0.0225352104753256,0.418199598789215,0.0251192003488541,0.0507035702466965,0,127,2.17391300201416,10.1170568466187,88.9966506958008,839.576904296875,7920.40380859375,0.441552072763443,0,0,0,0,0.0135430321097374,1,0,0.299607068300247,0.947000503540039,0,0.0193737763911486,0.00684931501746178,0.0162426605820656,0,0,0,0.00535828527063131,1,0,0,0,0,0,0,0,0,0.000177951325895265,0,0,0,0,0.194254443049431,0,0,0,0,c(16.7000007629395, 41.0499992370605),0.355916514992714,"baridellepuglie",0.0280977934598923,0.971902206540108
"palombarasabina","roma","roma","lazio",0,0,NA,NA,0.89626556634903,0,0,0,0.0231481473892927,NA,1,0,0.0542740859091282,0,NA,0.0381742753088474,0,-0.958536207675934,8.49146461486816,0.153704077005386,8.93590354919434,372,1271,0,0,1,0.256844878196716,0.10328684002161,0.28798434138298,0.00903352163732052,0,0.0422960743308067,0.00776866637170315,0.574588477611542,0.0275359153747559,0.0820635557174683,0,392,3.41233968734741,12.5426540374756,72.1049728393555,612.276794433594,5199.126953125,0.352781534194946,0,0.265943020582199,NA,NA,NA,0.89626556634903,0.0157676357775927,0.321573942899704,NA,0,0.0282921809703112,0.00977366231381893,0.0195473246276379,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00875277910381556,0,0,0,0,0.216813653707504,1,1,1,0,c(12.75, 42.0499992370605),0.360131718218327,"roma",NA,NA
"palomonte","campagna","salerno","campania",0,0,0,0,0.885750949382782,0,0,0,0.0442804433405399,NA,0.252233058214188,0,0,0,0,0,0,-1.05090260505676,7.89618062973022,0.154447332024574,7.94803190231323,550,614,0,0,1,0.21229812502861,0.141080498695374,0.321556985378265,0.024230107665062,0,0.0418604649603367,0.0116279069334269,0.220479711890221,0.0286071598529816,0.0551821179687977,1,129,3.24359393119812,9.19018268585205,62.3496704101562,492.324249267578,3887.48120117188,0.0161290317773819,0,0,0,0,0.0391198061406612,0.885750949382782,0,0.983870983123779,0.960880219936371,0.114249035716057,0.0498154982924461,0.0129151288419962,0.0433579348027706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217157517909072,0,0,0,0,-0.145800843834877,0,0,0,0,c(15.289999961853, 40.6500015258789),0.353378623723984,"salerno",0,0.885750949382782
"palosco","treviglio","bergamo","lombardia",0,0,0.0357345454394817,NA,0.57208240032196,0,0,0,0.0512048192322254,NA,0.914209306240082,0.0208163727074862,0.101580135524273,0,0.0612648203969002,0.0320366136729717,0,-0.878028273582458,7.81116342544556,0.193273901939392,6.96413564682007,156,180,0,0,1,0.152738600969315,0.10797943174839,0.144525244832039,0.102888010442257,0,0.238171607255936,0.00801924616098404,0.933734953403473,0.0153334718197584,0.107126533985138,0,718,0.222679957747459,2.8948392868042,61.014274597168,476.592468261719,3722.74169921875,0.69525957107544,0,0,0,0,0.847826063632965,0.57208240032196,0.377574384212494,0.203160271048546,0.0551745481789112,0.00915331766009331,0.0582329332828522,0.0170682724565268,0.0451807230710983,0,0,0,0,0,0,0,0,0,0,0,0,1,4.50863408332225e-05,0,0,1,0,-0.435333639383316,1,1,1,0,c(9.84000015258789, 45.5800018310547),0.260718032717705,"bergamo",0.0357345454394817,0.536347854882479
"palu","verona","verona","veneto",0,0,0.0500000007450581,0.0500000007450581,0.420212775468826,0,0,0,0.0230547543615103,NA,1,0.395833343267441,0.715976357460022,0,0.629999995231628,0.255319148302078,1,0.936749339103699,6.81454277038574,0.160263448953629,7.20414924621582,31,44,0,0,1,0.270497739315033,0.140722543001175,0.367457538843155,0.0438395775854588,0,0.0263157896697521,0.0095693776383996,0.806916415691376,0.021317595615983,0.0850295051932335,1,718,0.414090096950531,3.86484098434448,46.4379920959473,316.453704833984,2156.4873046875,0.177514791488647,0,0,0.0500000007450581,1,0.170000001788139,0.420212775468826,0.313829779624939,0.106508873403072,0.150000005960464,0,0.031700287014246,0.00288184429518878,0.0201729107648134,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00113040977157652,0,0,0,0,-0.592842280864716,1,1,1,0,c(11.1599998474121, 45.3300018310547),0.411220282316208,"verona",0.0500000007450581,0.370212774723768
"paluzza","tolmezzo","udine","veneto",0,0,0.0453139320015907,NA,0.740000009536743,0,0,0,0.0542553178966045,NA,1,0.419254660606384,0.355345904827118,0,0.478485375642776,0.197777777910233,1,0.32300990819931,8.09437847137451,0.210317462682724,8.85223579406738,600,2769,0,0,1,0.338205605745316,0.167924672365189,0.135336652398109,0.000979063101112843,0,0.0115207377821207,0.00307219661772251,0.861702144145966,0.0141587592661381,0.0660490989685059,1,723,1.39894163608551,6.20400238037109,65.5189590454102,530.335266113281,4292.734375,0.188679248094559,0,0,0,0,0.0344234071671963,0.740000009536743,0.0355555564165115,0.103773579001427,0.441777288913727,0.0199999995529652,0.101063832640648,0.0223404262214899,0.0510638281702995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237556028878316,1,2.13675212860107,0,2.13675212860107,-0.11651898920536,1,1,1,0,c(13, 46.5200004577637),0.506130278110504,"udine",0.0453139320015907,0.694686077535152
"pamparato","mondovi","cuneo","piemonte",0,0,0,0,0.231527090072632,0,0,0,0.0231388323009014,NA,0.845802843570709,0.0148297650739551,0.0415841601788998,0,0,0.0344827584922314,0,-0.980132520198822,7.75276470184326,0.148625433444977,8.1630859375,808,2004,0,0,1,0.228806167840958,0.144134357571602,0.169745549559593,0.0101080518215895,0,0.0435919798910618,0.0183086320757866,0.856136798858643,0.0120250955224037,0.0590798184275627,1,721,1.64948451519012,3.57388305664062,60.1053619384766,465.982727050781,3612.654296875,0.401980191469193,0,0,0,0,0.301455289125443,0.231527090072632,0.20197044312954,0.556435644626617,0.698544681072235,0.532019734382629,0.0503018125891685,0.00704225338995457,0.0221327971667051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234149061725475,0,0,0,0,-1.17497086524963,1,1,1,0,c(7.92000007629395, 44.2700004577637),0.37294052541256,"cuneo",0,0.231527090072632
"pancalieri","pinerolo","torino","piemonte",0,0,0.0230063404887915,NA,0.155807361006737,0,0,0,0.0213631745427847,NA,0.525131583213806,0,0.0812182724475861,0,0.0395480208098888,0.0424929186701775,0,-0.912681221961975,7.79564666748047,0.122222222387791,7.37588214874268,243,253,0,0,1,0.188652843236923,0.11864248663187,0.110181026160717,0.017285967245698,0,0.266956508159637,0.022608695551753,0.896236002445221,0.0446440726518631,0.109364368021488,0,720,0.744269132614136,3.27478408813477,60.7721061706543,473.757873535156,3693.2490234375,0.375634521245956,0.00761421304196119,0,0,0,0.528248608112335,0.155807361006737,0.19263456761837,0.535533010959625,0.40919703245163,0.609065175056458,0.0315361134707928,0.0101729398593307,0.0213631745427847,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000155553643708117,0,0,1,0,-1.16281068325043,1,1,1,0,c(7.59000015258789, 44.8300018310547),0.307295329868793,"torino",0.0153921274468303,0.132801020517945
"pancarana","voghera","pavia","lombardia",0,0,NA,NA,0.877192974090576,0,0,0,0.0477707013487816,NA,0.801664710044861,0.265734255313873,0.438888877630234,1,NA,0.0467836260795593,1,1.50571072101593,6.57088279724121,0.151260510087013,6.30627536773682,68,72,0,0,1,0.23923896253109,0.135988533496857,0.242242857813835,0.011833505704999,0,0.0188679248094559,0.00808625295758247,0.885350346565247,0.0185070522129536,0.0930856615304947,1,719,0.261871516704559,3.05516767501831,43.1765022277832,283.707733154297,1864.21020507812,0.483333319425583,0,0,NA,NA,NA,0.847953200340271,0.0584795325994492,0.0777777805924416,NA,0.00584795325994492,0.0509554147720337,0.0254777073860168,0.0445859879255295,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000324044085573405,0,0,0,0,0.176809102296829,1,1,1,0,c(9.05000019073486, 45.0699996948242),0.375227496027946,"pavia",NA,NA
"pandino","crema","cremona","lombardia",0.495540142059326,0,NA,NA,0.646328866481781,1,1,0,0.0342465750873089,NA,0.878241062164307,0.339563876390457,0.362934350967407,0,NA,0.161323681473732,0,-0.43324226140976,8.30300903320312,0.173686817288399,7.70885944366455,85,94,0,0,1,0.246758565306664,0.142844095826149,0.33674082159996,0.00881940312683582,0,0.115094341337681,0.0235849060118198,0.805365324020386,0.0360793769359589,0.0885949060320854,0,718,0.844594597816467,5.32744264602661,68.9399566650391,572.409118652344,4752.7177734375,0.490347504615784,0,0,NA,NA,NA,0.644260585308075,0.166494309902191,0.146718144416809,NA,0.0144777661189437,0.0422374419867992,0.0142694059759378,0.0325342454016209,0,0,0,0.04112983122468,1,0,0,0,0,0.495540142059326,0.495540142059326,0,1,7.6378149969969e-05,0,0,1,0,1.31540846824646,1,1,1,0,c(9.55000019073486, 45.4000015258789),0.389602661132812,"cremona",NA,NA
"panicale","perugia","perugia","umbria",0,1,0.178692758083344,NA,0.979704797267914,0,0,0,0.0375695750117302,NA,1,0.0187500007450581,0.669625222682953,1,0.290598303079605,0.00738007389008999,1,1.89838969707489,8.55775928497314,0.155367776751518,8.88502597808838,441,645,0,0,1,0.264678299427032,0.157424360513687,0.16466723382473,0.385318487882614,0,0.0305164325982332,0.00625978084281087,0.560296833515167,0.0449871458113194,0.0487003698945045,0,408,1.79075694084167,7.36965370178223,73.2352447509766,626.729614257812,5363.40087890625,0.0453648902475834,0,0,0,0,0.0484330467879772,0.979704797267914,0.0018450184725225,0.188362926244736,0.442389845848083,0.011070110835135,0.0491651222109795,0.0185528751462698,0.0371057502925396,0,0,0,0.0428269654512405,1,0,0,0,0,0,0,0,0,0.000257464620517567,1,0.384098321199417,1,0.384098321199417,2.16730666160583,1,1,1,0,c(12.1000003814697, 43.0200004577637),0.42210265994072,"perugia",0.178692758083344,0.80101203918457
"panni","bovino","foggia","puglie",0,0,0.076723650097847,NA,0.997280776500702,0,0,0,0.0264439806342125,NA,1,0.103724516928196,0,0,0.00605143699795008,0.00271923863328993,0,-1.05090260505676,8.35396766662598,0.199199438095093,8.0891752243042,801,1105,0,0,1,0.187304556369781,0.109550535678864,0.335415989160538,0.0192370936274529,0,0.0422535203397274,0.0167930666357279,0.350730687379837,0.0126603087410331,0.0512989163398743,0,127,2.40983867645264,15.4562072753906,69.7887725830078,583.01318359375,4870.47314453125,0.102167181670666,0,0,0,0,0,0.997280776500702,0,0.739938080310822,0.917224943637848,0,0.0278357695788145,0.0132219903171062,0.0257480870932341,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3218853281578e-05,0,0,0,0,0.467439919710159,0,1,0,0,c(15.2700004577637, 41.2200012207031),0.296855092048645,"foggia",0.076723650097847,0.920557126402855
"papozze","adria","rovigo","veneto",0,1,0.301522731781006,NA,0.814814805984497,1,1,0,0.0183150190860033,NA,0.815024137496948,0.458521872758865,0.757925093173981,1,0.167500004172325,0.14417989552021,1,2.04866290092468,8.14525985717773,0.183928057551384,7.1388669013977,5,8,0.000732600747141987,0,1,0.306629836559296,0.156730115413666,0.386888265609741,0.0173591878265142,1,0.0717703327536583,0.0179425831884146,0.610989034175873,0.0155124654993415,0.0973222479224205,1,717,0.247381880879402,1.44306099414825,66.3452606201172,540.399353027344,4401.693359375,0.082132562994957,0,0,0,0,0.10249999910593,0.814814805984497,0.0317460335791111,0.159942358732224,0.369727253913879,0,0.0249084252864122,0.00879120919853449,0.0168498177081347,0.000732600747141987,0,1,0.0565709322690964,1,0,0,0,0,0,0,0,0,0.0001931466977112,0,0,1,0,2.60879325866699,1,1,1,0,c(12.039999961853, 44.9799995422363),0.463359951972961,"rovigo",0.301522731781006,0.513292074203491
"parabiago","gallarate","milano","lombardia",0,0,0.0587891153991222,NA,0.35650622844696,0,0,1,0.0239978190511465,NA,0.68930846452713,0.353773593902588,0.449342101812363,1,0.444102555513382,0.344622701406479,0,0.754333972930908,9.05333518981934,0.17082017660141,7.25559139251709,180,189,0.000545404967851937,1,1,0.254373610019684,0.155711218714714,0.113910712301731,0.0464487113058567,0,0.456728577613831,0.00974173098802567,0.866921186447144,0.0211436711251736,0.11520367115736,1,721,0.893238544464111,1.94182300567627,81.9628753662109,742.037414550781,6717.91357421875,0.369736850261688,0,0,0,0,0.317435890436172,0.355317890644073,0.272727280855179,0.163157895207405,0.179672420024872,0.0184194892644882,0.0305426772683859,0.014453231357038,0.0231797117739916,0.000545404967851937,0,1,0.0179010182619095,1,0,0,0,0,0,0,0,0,0.000127666018670425,0,0,1,0,-0.64290863275528,1,1,1,0,c(8.94999980926514, 45.5499992370605),0.410084828734398,"milano",0.0587891153991222,0.297717113047838
"parabita","gallipoli","lecce","puglie",0,0,0,0,0.984467446804047,0,0,0,0.0496558509767056,NA,1,0.208191126585007,0,0,NA,0.013313609175384,0,-1.05090260505676,8.52496337890625,0.17543163895607,7.69666719436646,95,192,0.000491642102133483,0,1,0.285590589046478,0.159564226865768,0.383726388216019,0.03389036282897,0,0.109216399490833,0.031668696552515,0.549164235591888,0.0306106507778168,0.0687958747148514,0,127,0,2.95298838615417,72.6750030517578,619.551696777344,5281.65576171875,0.109159350395203,0,0,0,0,NA,0.843934893608093,0,0.890840649604797,NA,0.140532538294792,0.0530973449349403,0.018682399764657,0.0491642095148563,0.000491642102133483,0,1,0.00952569954097271,1,0,0,0,0,0,0,0,1,0.000159521849127486,0,0,0,0,0.009491634555161,0,1,0,0,c(18.1200008392334, 40.0299987792969),0.445154815912247,"lecce",0,0.984467446804047
"paratico","chiari","brescia","lombardia",0,0,0.040509257465601,0.040509257465601,0.773936152458191,0,0,0,0.0370370373129845,NA,0.985225021839142,0,0.249056607484818,0,0.240740746259689,0.0611702129244804,1,0.142121329903603,7.35500192642212,0.163043484091759,6.42810535430908,232,571,0,1,1,0.152738600969315,0.108059346675873,0.198041647672653,0.104813128709793,0,0.358808279037476,0.0310880821198225,0.82253086566925,0.0217900983989239,0.0804027020931244,0,719,0.993541955947876,12.108793258667,54.0960540771484,397.876586914062,2926.38305664062,0.366037726402283,0,0,0,0,0.5,0.773936152458191,0.15425531566143,0.347169816493988,0.21875,0.0106382975354791,0.0524691343307495,0.00925925932824612,0.035493828356266,0,0,0,0,0,0,0,0,0,0,0,0,1,2.07932625926333e-05,0,0,0,0,-0.0905493795871735,1,0,1,0,c(9.97000026702881, 45.6500015258789),0.260797947645187,"brescia",0.040509257465601,0.73342689499259
"parco","palermo","palermo","sicilia",0,0,0,0,0.624786794185638,0,0,0,0.0336852706968784,NA,1,0,0.0225000008940697,0,0.00149031297769397,0,0,-1.01261103153229,8.41161060333252,0.142253831028938,8.16791915893555,350,1088,0,0,1,0.15383392572403,0.111939691007137,0.343277513980865,0.0212765950709581,0,0,0,0.666163921356201,0.0253508388996124,0.0588048882782459,0,74,0,8.04302787780762,70.7551956176758,595.165161132812,5006.29736328125,0.466250002384186,0,0,0,0,0.575260818004608,0.624786794185638,0.0983513370156288,0.493750005960464,0.423248887062073,0.127345085144043,0.0356963314116001,0.0140774259343743,0.0306686777621508,0,0,0,0.0188930872827768,1,0,0,0,0,0,0,0,0,0.000523224647622555,0,0,0,0,-0.556327700614929,0,1,0,0,c(13.289999961853, 38.0299987792969),0.265773616731167,"palermo",0,0.624786794185638
"pare","como","como","lombardia",0,0,0.0263917557895184,NA,0.393103450536728,0,0,0,0.073575921356678,NA,0.780249774456024,0.505050480365753,0.557971000671387,0,0.425531923770905,0.358620703220367,0,-0.101318866014481,6.43935060501099,0.166134178638458,5.37527847290039,412,614,0,0,1,0.253219872713089,0.154533341526985,0.136096373200417,0.0811702311038971,0,0.795031070709229,0.0248447209596634,1,0.0143410302698612,0.0728524327278137,1,719,0.542906582355499,3.9360728263855,41.4652366638184,267.009185791016,1719.36584472656,0.21014492213726,0,0,0,0,0.432624101638794,0.386206895112991,0.241379305720329,0.231884062290192,0.115452215075493,0.00689655169844627,0.0810173600912094,0.0237039476633072,0.0660852864384651,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000231704034376889,0,0,1,0,-0.770199000835419,1,1,1,0,c(9.01000022888184, 45.810001373291),0.407753214240074,"como",0.0263917557895184,0.36671169474721
"parella","ivrea","torino","piemonte",0,0,0.0248687658458948,NA,0.444444447755814,0,0,0,0.0104166669771075,NA,0.578501164913177,0.344086021184921,0.641509413719177,0,0.625,0.464646458625793,0,0.0408511348068714,6.1202974319458,0.10989011079073,5.62762117385864,340,502,0,0,1,0.206026747822762,0.129990220069885,0.122816167771816,0.00773576693609357,0,0.45622119307518,0.00921658985316753,0.973958313465118,0.02677096799016,0.0887440294027328,1,720,0.706713795661926,3.25088334083557,37.4580421447754,229.254348754883,1403.10485839844,0.0283018872141838,0,0,0,0,0.0384615398943424,0.444444447755814,0.030303031206131,0.330188691616058,0.311669707298279,0.060606062412262,0.020833333954215,0.0104166669771075,0.0104166669771075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198887471924536,0,0,0,0,-0.698123931884766,1,1,1,0,c(7.78999996185303, 45.4300003051758),0.336016967892647,"torino",0.0248687658458948,0.419575681909919
"parlasco","lecco","como","lombardia",0,0,0.0139405205845833,0.0139405205845833,0.207070708274841,0,0,0,0.0379746817052364,NA,1,0.0623347200453281,0.423220962285995,0,0.293680310249329,0.414141416549683,0,-0.33064341545105,5.15905523300171,0.212643682956696,5.69709348678589,675,1542,0,0,1,0.186890617012978,0.137499436736107,0.145901635289192,0.00273224036209285,0,0,0,0.898734152317047,0.00710382498800755,0.0551912561058998,0,720,0.685938239097595,3.23370885848999,26.6158504486084,137.312637329102,708.403503417969,0.314606755971909,0,0,0,0,0.371747195720673,0.196969702839851,0.0959595963358879,0.262172281742096,0.320631980895996,0.28282830119133,0.0506329126656055,0.0253164563328028,0.0379746817052364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13389778137207,1,1,1,0,c(9.35000038146973, 46.0200004577637),0.324390053749084,"como",0.0139405205845833,0.193130187690258
"parma","parma","parma","emilia",0.269697546958923,1,0.122216910123825,NA,0.53224915266037,1,0.0975609719753265,0,0.0157745257019997,0.908172309398651,0.901918530464172,0.271755516529083,0.380332082509995,0,0.38031342625618,0.223998531699181,1,0.365532666444778,10.8572664260864,0.106472738087177,6.64378976821899,52,73,0.000218483721255325,1,1,0.273546516895294,0.14106996357441,0.166710525751114,0.0479645170271397,1,0.182792767882347,0.023156089708209,0.849945366382599,0.0451076924800873,0.135886937379837,1,718,1.12060821056366,13.5571622848511,117.880233764648,1279.85705566406,13895.75,0.131119385361671,0,0,0,0,0.145447090268135,0.53224915266037,0.20920617878437,0.459633558988571,0.145221382379532,0.00551267899572849,0.0238147266209126,0.00681669218465686,0.0145947122946382,0.000218483721255325,0,1,0.049489501863718,1,0,0,0,0,0.269697546958923,0.423810452222824,0.154112905263901,0,0.00315931416116655,1,0.308225780725479,1,0.308225780725479,1.80357134342194,1,1,1,0,c(10.3400001525879, 44.7999992370605),0.414616480469704,"parma",0.122216910123825,0.410032242536545
"parodiligure","noviligure","alessandria","piemonte",0,0,0.0262896995991468,NA,0.426270127296448,0,0,0,0.041121494024992,NA,0.972894728183746,0.0140388766303658,0.592857122421265,0,0.484662562608719,0.156133830547333,2,1.49638545513153,8.49474334716797,0.173859685659409,8.98419189453125,360,1092,0.000467289733933285,0,1,0.23923896253109,0.135294154286385,0.129984244704247,0.0868772268295288,0,0.105694226920605,0.00117004674393684,0.842523336410522,0.0258642137050629,0.076183371245861,1,721,0.276663452386856,2.14414167404175,72.1606674194336,612.986328125,5207.16162109375,0,0,0,0,0,0.39570552110672,0.413878560066223,0.0557620823383331,0,0.093342199921608,0.361833959817886,0.0518691577017307,0.0154205607250333,0.0392523370683193,0.000467289733933285,0,1,0,1,0,0,0,0,0,0,0,0,3.1382394809043e-05,0,0,0,0,-0.718606293201447,1,1,1,0,c(8.77000045776367, 44.6699981689453),0.374533116817474,"alessandria",0.0262896995991468,0.399980427697301
"parolise","avellino","avellino","campania",0,0,NA,NA,0.393805295228958,0,0,0,0.0515873022377491,NA,0.949474632740021,0,0,0,NA,0,0,-1.05090260505676,6.55535697937012,0.129445239901543,5.7714409828186,550,760,0,0,1,0.209249228239059,0.135823011398315,0.288380146026611,0.052712582051754,0,0,0,0.591269850730896,0.0239835847169161,0.0548287816345692,0,144,4.45412254333496,10.0960111618042,42.9727058410645,281.701416015625,1846.65344238281,NA,0,0,NA,NA,NA,0.393805295228958,0,NA,NA,0.60619467496872,0.0555555559694767,0.0238095242530107,0.0476190485060215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100151904916856,0,0,0,0,-0.83709067106247,0,0,0,0,c(14.8699998855591, 40.9199981689453),0.345072239637375,"avellino",NA,NA
"parona","mortara","pavia","lombardia",0,1,0.0826643481850624,NA,0.52283102273941,0,0,0,0.0266159698367119,NA,0.676610589027405,0.605995714664459,0.684549331665039,1,0.589390933513641,0.456620991230011,0,1.15462172031403,7.56112146377563,0.108740895986557,6.83947658538818,113,113,0,0,1,0.237187013030052,0.138322994112968,0.282274514436722,0.00110412773210555,1,0.08305274695158,0.0235690232366323,0.873257279396057,0.0291319862008095,0.10374554246664,0,719,0.985309898853302,3.5829451084137,57.1705589294434,432.273529052734,3268.47265625,0.0922746807336807,0,0,0,0,0.202357560396194,0.105022832751274,0.0205479450523853,0.223175972700119,0.12558713555336,0,0.0367553867399693,0.0152091253548861,0.024081114679575,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000162620781338774,0,0,1,0,0.90064525604248,1,1,1,0,c(8.75, 45.2799987792969),0.375510007143021,"pavia",0.0826643481850624,0.440166674554348
"paronadivalpolicella","verona","verona","veneto",0,1,0.0139372823759913,0.0139372823759913,0.405660390853882,0,0,0,0.0157325472682714,NA,1,0.477218210697174,0.651416122913361,1,0.461672484874725,0.418867915868759,1,1.86740052700043,7.78904056549072,0.171499580144882,6.98378992080688,59,477,0,0,1,0.270497739315033,0.140638187527657,0.221318885684013,0.115427076816559,0,0.165425971150398,0.01406120788306,0.832841694355011,0.0240891296416521,0.0825052708387375,1,718,0.561141014099121,4.86322212219238,60.6691513061523,472.554504394531,3680.74609375,0.206971675157547,0,0,0.0139372823759913,1,0.310104519128799,0.405660390853882,0.160377353429794,0.141612201929092,0.214285716414452,0.00943396240472794,0.0275319572538137,0.00589970499277115,0.0157325472682714,0,0,0,0,1,0,0,0,0,0,0,0,1,0.00113040977157652,0,0,1,0,0.324160039424896,1,1,1,0,c(10.9499998092651, 45.4799995422363),0.41113592684269,"verona",0.0139372823759913,0.39172310847789
