"comune1921","circondario1921","provincia1921","regione1921","fascist_violence","fascist_branch","fascist1921_vv","fascist1921restr","fascist1924_vv","deportations_d","depo_pop_cap1","large_donors","foots_pop6m","excess_mf1918","rain1919","psu1913_vv","psu1919_vv","psu1920d","psu1921_vv","psu1924_vv","strike_agr_1920","z_red_scare_index","lpop1911","sh_pop_1911_be6","larea","centre_alt","max_alt","ard_vol_pop6m","army_suppliers_d","cruent_d","veterans74_95","veterans96_00","dlab","shcrop","landlord_ass","ind_workers","ind_firms","literacy","elites","bourgeoisie","ownfarm_lots1885","nazi_occ_duration","viol_crimes1874","crime1874","lpop2","lpop3","lpop4","ppi1919_vv","fascist1919_vv","nationalist1919_vv","pnf1921_vv","pnf1921_d","ppi1921_vv","off_fascist1924_vv","ppi1924_vv","traditional1919_vv","traditional1921_vv","traditional1924_vv","casualties_pop6m","draft_foots_pop6m","draftres_foots_pop6m","arditi_pop6m","volunt_pop6m","ard_vol_d","ass_memb1900s_pop","ass1900s_d","agrstrike1913_4","indstrike1913_4","agrstrikers1913_4","indstrikers1913_4","fascist_murders","political_violence","other_violence","mlarge1885","jewish_pop1911","monuments1921d","monuments1921_pop","volunteers1866d","volunteers1866_pop","z_fascism_index","no_south","psu_cand1913","salo","KZ","veterans","province_fe","fascist_spread_21","fascist_spread_24","COD_REG","PRO_COM","cod_istat","idcl","latitude","longitude","trepublics","instability","tcomrep","tmarrep","tcomrep_s","tcomrep_a","tmarrep_s","tmarrep_a","samestory","fc","pg","pd","sc","institutions","mutualhelp","organdonation","turnout","turnout_ref","costal","nearsea","sea_distance100","dist_river100","alt_com100","rug_med100","CaloricSuitpre15nr100","lnpop1000","dist_romanrd100","dist_bishop1000Km_GSZ100","freecity","comune_lega_lombarda_allnord","lmeand_communal","ldistCapital_indeponly0","ldistCapital_indeponly_rp0","d_border","ncent_border","panel","pop_com","avg_gapIMU_1218","prov_name_110","cod_reg","regione","sh_surnames_com","sh_surnames_mar","podcom","podmar","podcom_s","podcom_a","podmar_s","podmar_a","romprov117ad","romprov117ad_1","romprov117ad_2","romprov117ad_3","romprov117ad_4","romprov117ad_5","romprov117ad_6","romprov117ad_7","Polity1000","Polity1000_1","Polity1000_2","Polity1000_3","Polity1000_4","Polity1000_5","Polity1000_6","Polity1000_7","Polity1000_8","locationsBOFEVE","stat","stat_ass","dlf_1926","ln_assmemb","stat_p1000","ln_stat_p1000"
"crespanodelgrappa","treviso","treviso","veneto",0,0,0.0152572216466069,NA,0.405679523944855,0,0,0,0.0235204864293337,NA,1,0.105263158679008,0.00724637694656849,0,0.027257239446044,0.0831642970442772,0,-1.03857040405273,8.1065149307251,0.133896261453629,7.48773384094238,300,1755,0,0,1,0.255835086107254,0.146354034543037,0.147512406110764,0.0331902913749218,0,0.19270832836628,0.022135416045785,0.70257967710495,0.0200482774525881,0.0906530767679214,1,721,0.746361494064331,5.22453022003174,65.7155838012695,532.724365234375,4318.5380859375,0,0,0,0,0,0.58943784236908,0.405679523944855,0.387423932552338,0,0.0852538496255875,0.00202839751727879,0.0341426394879818,0.00986342970281839,0.0220030341297388,0,0,0,0.0455367900431156,1,0,0,0,0,0,0,0,0,0.000242280628299341,0,0,1,0,-0.813949882984161,1,1,1,0,0.402189120650291,"treviso",0.0152572216466069,0.390422302298248,5,26024,5026024,239926,45.7917175292969,11.7917175292969,5.05999994277954,15,1.2,3.86,0.29,0.910000026226044,0,3.85999989509583,1081,55.7457542419434,0.261012405157089,5.73459196090698,11.0108861923218,0,0.231053605675697,0,88.7600326538086,45.9610633850098,0,0,0.584516108036041,0.141814202070236,3,4.08203411102295,22.3225574493408,-2.99573230743408,0.0696008950471878,0.236098676919937,0,0,5.34588241577148,4.61822748184204,4.1595778465271,1,0.0500000007450581,1,4658.42857142857,0.220443159341812,"Treviso",5,"VENETO",1.46931719779968,0.0864304229617119,1.11303961277008,0.347148180007935,0.282896965742111,0.830142617225647,0,0.347148180007935,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,-3.0892347073676,0,NA
"crespellano","bologna","bologna","emilia",0.177053824067116,1,0.0858062654733658,NA,0.858710587024689,0,0,0,0.0452094562351704,NA,0.659942626953125,0.512030780315399,0.842680275440216,1,0.652253925800323,0.113854594528675,0,1.42373716831207,8.63905715942383,0.162712469696999,8.25400829315186,64,147,0,0,1,0.188691601157188,0.119413547217846,0.0606643483042717,0.0321970954537392,1,0.0367775820195675,0.00980735570192337,0.771049380302429,0.0372148230671883,0.176072120666504,1,713,0.189537525177002,1.46891582012177,74.6333084106445,644.761413574219,5570.130859375,0.139111429452896,0,0,0,0,0.221711128950119,0.858710587024689,0.0253772288560867,0.0109249819070101,0.0402286946773529,0.00205761310644448,0.0622148476541042,0.0170053914189339,0.0439651608467102,0,0,0,0,0,0,0,0,0,0,0.177053824067116,0,0,0.00146179390139878,1,0.177053824067116,1,0.177053824067116,1.88182318210602,1,1,1,0,0.308105148375034,"bologna",0.0858062654733658,0.772904321551323,8,37023,8037023,228443,44.4584045410156,11.125,4.59000015258789,14,4.59,0,0,4.59000015258789,0,0,104,75.8291168212891,3.60927295684814,6.75118637084961,2.67427706718445,1,0,0,95.2222213745117,59.6621704101562,0,0,0.908088505268097,0.0870044976472855,0.639999985694885,0.212044358253479,26.5177268981934,-1.89040851593018,0.0962357074022293,0.155985683202744,0,0,4.67851161956787,3.58802390098572,4.81545114517212,1,4.82000017166138,1,9232.28571428571,0.175889447331429,"Bologna",8,"EMILIA-ROMAGNA",1.58660209178925,0.0881445556879044,4.12327194213867,0,0,4.12327194213867,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crespiatica","lodi","milano","lombardia",0,0,0.0236936397850513,NA,0.284745752811432,0,0,0,0.0523731596767902,NA,0.891857445240021,0.213740453124046,0.293617010116577,0,0.496527791023254,0.277966111898422,0,-0.551210105419159,7.30114793777466,0.199730098247528,6.55108022689819,76,77,0,0,1,0.337421894073486,0.203153759241104,0.516853928565979,0.00112359551712871,0,0.0393184795975685,0.0209698565304279,0.841243863105774,0.00898876413702965,0.0808988735079765,0,718,0.30418249964714,3.1432192325592,53.3067626953125,389.200561523438,2841.61083984375,0.44255319237709,0,0,0,0,0.409722208976746,0.27118644118309,0.41016948223114,0.174468085169792,0.070056363940239,0.0101694911718369,0.0638297870755196,0.0229132566601038,0.0474631749093533,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168265225715e-05,0,0,0,0,-0.956053853034973,1,1,1,0,0.54057565331459,"milano",0.0236936397850513,0.261052113026381,3,98025,3098025,235520,45.2917175292969,9.54171752929688,3.13000011444092,28,3.13,0,3.07,0.0599999986588955,0,0,728,67.5976638793945,1.52240896224976,5.05960083007812,7.78301858901978,0,0.639386177062988,0,94.7789154052734,44.5419502258301,0,0,1.16213703155518,0.00708439387381077,0.759999990463257,0.0605389066040516,24.9442653656006,-2.99573230743408,0.0386252999305725,0.0673173144459724,0,0,5.18726444244385,3.98933482170105,5.00695466995239,1,0.230000004172325,1,1937.42857142857,0.22419174015522,"Lodi",3,"LOMBARDIA",1.19617223739624,0,3.0524377822876,0,2.99595141410828,0.0564864873886108,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crespino","rovigo","rovigo","veneto",0,1,0.212507799267769,NA,0.760923326015472,1,0.601682662963867,0,0.0235237646847963,NA,0.812894701957703,0.12719751894474,0.650140345096588,1,0.172877848148346,0.109645508229733,0,1.09606277942657,8.48941040039062,0.157927200198174,8.06526565551758,1,9,0,0,1,0.306629836559296,0.15643684566021,0.349184602499008,0.0107680819928646,0,0.0899193584918976,0.00806451588869095,0.749399900436401,0.0174281075596809,0.0976596623659134,1,717,1.26713514328003,6.22048139572144,72.0700912475586,611.832580566406,5194.09765625,0.151543498039246,0,0,0,0,0.263975143432617,0.760923326015472,0.08985985070467,0.198316186666489,0.260577082633972,0.0057708160020411,0.0312049929052591,0.0110417669638991,0.0220835339277983,0,0,0,0.0195352658629417,1,0,0,0,0,0,0,0,0,0.000683530990500003,0,0,1,0,2.01608943939209,1,1,1,0,0.463066682219505,"rovigo",0.212507799267769,0.548415526747704,5,29019,5029019,231888,44.9584045410156,11.875,3.33999991416931,9,3.33,0.01,3.33,0,0,0.00999999977648258,888,79.5645980834961,0,5.48971700668335,8.60066318511963,0,0,0,91.8159484863281,52.6415634155273,0,0,0.382952868938446,0.0227741003036499,0.0299999993294477,0.0160480383783579,26.1507816314697,-2.99573230743408,0.131446897983551,0.105757780373096,0,0,4.9699878692627,4.02496194839478,4.16452169418335,1,3.99000000953674,1,2088.71428571429,0.231802731752396,"Rovigo",5,"VENETO",2.22882604598999,0,2.39343738555908,0.00013513513840735,2.39343738555908,0,0,0.00013513513840735,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-3.93553394099813,0,NA
"cressogno","como","como","lombardia",0,0,NA,NA,0.480446934700012,0,0,0,0,NA,0.96526962518692,0.0236482471227646,0.299212604761124,0,NA,0.162011176347733,0,-0.541687190532684,4.44265127182007,0.164705887436867,5.99146461486816,275,1811,0,0,0,0.253219872713089,0.154721409082413,0.130309730768204,0.00575221236795187,0,0,0,1,0.0190265476703644,0.0778761059045792,1,719,2.45642757415771,5.73166465759277,19.7371501922607,87.6852722167969,389.555114746094,0.21259842813015,0,0,NA,NA,NA,0.480446934700012,0.083798885345459,0.488188982009888,NA,0.268156409263611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704034376889,0,0,1,0,-0.655360877513885,1,1,1,0,0.407941281795502,"como",NA,NA,3,13071,3013071,241349,45.9584045410156,9.04171752929688,1.74000000953674,15,1.74,0,0,1.74000000953674,0,0,754,73.417724609375,0.0719859898090363,4.88091659545898,18.230770111084,0,0,0,87.0801315307617,36.9727554321289,0,0,1.79479002952576,0.22956520318985,2.79999995231628,7.93995428085327,22.1781101226807,-2.99573230743408,0.0652590021491051,0.238677501678467,0,0,5.50368547439575,4.16498756408691,5.3455605506897,1,3.21000003814697,1,551.571428571429,0.181944042444229,"Como",3,"LOMBARDIA",0,0,1.67705607414246,0,0,1.67705607414246,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crevacuore","biella","novara","piemonte",0,0,0.052264891564846,0.052264891564846,0.454545468091965,0,0,0,0.0329861119389534,NA,0.527028143405914,0.608247399330139,0.763532757759094,1,0.6875,0.357575744390488,0,1.28903985023499,7.27447938919067,0.126819133758545,7.08422660827637,377,1959,0,0,1,0.309135109186172,0.14052277803421,0.0700832232832909,0.0169633254408836,0,0.784521996974945,0.0136570557951927,0.939236104488373,0.0285509489476681,0.112730458378792,1,717,0.107839964330196,1.72543942928314,52.9180488586426,384.951263427734,2800.32006835938,0.0598290599882603,0,0,0,0,0.149456515908241,0.448484838008881,0.145454540848732,0.176638171076775,0.110778592526913,0.0424242429435253,0.0520833320915699,0.0138888889923692,0.0329861119389534,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000889513699803501,0,0,0,0,-0.525909304618835,1,1,1,0,0.449657887220383,"novara",0.052264891564846,0.402280576527119,1,96021,1096021,238427,45.7084045410156,8.125,1.8400000333786,20,1.84,0,0,1.8400000333786,0,0,312,71.6620635986328,0,6.0165491104126,3.55929374694824,0,0,0,89.9035415649414,46.9736099243164,0,0,1.5034909248352,0.276680588722229,3.76999998092651,3.28156185150146,22.2035884857178,-2.99573230743408,0.221428915858269,0.197992190718651,0,0,5.58849430084229,4.39515781402588,5.33322715759277,1,0.0900000035762787,1,1718.14285714286,0.153935804963112,"Biella",1,"PIEMONTE",0,0,1.77556145191193,0,0,1.77556145191193,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,NA,0.000693000810521976,-7.27447938919067
"crevalcore","bologna","bologna","emilia",0.254625707864761,1,0.221760749816895,NA,0.77839332818985,0,0,0,0.0445688217878342,NA,0.783211886882782,0.0495703890919685,0.810834050178528,1,0.598354518413544,0.191481992602348,0,1.36953961849213,9.37432861328125,0.173230350017548,9.23591041564941,20,26,0.000414593698224053,0,1,0.188691601157188,0.118895851075649,0.379662454128265,0.113459080457687,1,0.0683687478303909,0.0164496228098869,0.712271988391876,0.0131896184757352,0.0754502862691879,1,713,0.271665304899216,1.90165710449219,87.8780364990234,823.797607421875,7722.54931640625,0.102321580052376,0,0,0,0,0.0639491379261017,0.77839332818985,0.0231994464993477,0.0636285468935966,0.103968501091003,0.00277008302509785,0.0576285235583782,0.016791045665741,0.0420812591910362,0.000414593698224053,0,1,0.0577151589095592,1,0,0,0,0,0,0.254625707864761,0,1,0.0014617940178141,0,0,1,0,2.7217710018158,1,1,1,0,0.307587452232838,"bologna",0.221760749816895,0.556632578372955,8,37024,8037024,230469,44.7084045410156,11.125,5.05000019073486,12,5.05,0,0,5.05000019073486,0,0,932,78.4270095825195,3.14784526824951,6.36144208908081,5.53013515472412,0,0,1,94.8629150390625,57.6381683349609,0,0,0.864381849765778,0.0797778964042664,0.200000002980232,0.0184627715498209,26.4397659301758,-2.99573230743408,0.00510739255696535,0.127113804221153,0,0,4.76247930526733,3.43473410606384,4.73602437973022,1,4.09000015258789,1,13123.1428571429,0.175889447331429,"Bologna",8,"EMILIA-ROMAGNA",3.46058797836304,0.0823949426412582,4.70182943344116,0,0,4.70182943344116,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,2,1,1,0,-2.85223542056968,8.48752002037395e-05,-9.37432861328125
"crevenna","como","como","lombardia",0,0,0.0862650573253632,NA,0.426356583833694,1,1,0,0.0558139532804489,NA,0.949164032936096,0.0399999991059303,0.057471264153719,0,0.127272725105286,0.333333343267441,0,-0.953095078468323,6.2045578956604,0.13939394056797,5.5012583732605,323,1317,0,0,1,0.253219872713089,0.154608383774757,0.116966679692268,0.0875526592135429,0,1.13580250740051,0.0411522649228573,0.897674441337585,0.0243584848940372,0.0953657627105713,1,719,0.043177891522646,1.77029359340668,38.4965400695801,238.85400390625,1481.98352050781,0.471264362335205,0,0,0,0,0.409090906381607,0.410852700471878,0.217054262757301,0.471264362335205,0.377371311187744,0.0232558138668537,0.0604651160538197,0.0232558138668537,0.0511627905070782,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000231704019824974,0,0,0,0,-0.376246005296707,1,1,1,0,0.407828256487846,"como",0.0862650573253632,0.340091526508331,3,13188,3013188,239169,45.7917175292969,9.20840454101562,2.46000003814697,21,2.46,0,2.41,0.0500000007450581,0,0,801,71.9748840332031,0,6.236900806427,6.59879302978516,0,0.245941951870918,0,91.9208679199219,45.603889465332,0,0,1.60866701602936,0.115608602762222,3.04999995231628,4.27097845077515,26.4896945953369,-2.99573230743408,0.00603505922481418,0.111626133322716,0,0,5.39984607696533,4.54407358169556,5.23851728439331,1,0.469999998807907,1,4330.57142857143,0.181944042444229,"Como",3,"LOMBARDIA",0.305810421705246,0.0764526054263115,2.39453959465027,0,2.34566569328308,0.0488738752901554,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crevoladossola","domodossola","novara","piemonte",0,0,0.0333782620728016,NA,0.502590656280518,0,0,0,0.0125448033213615,NA,0.745600342750549,0.112100645899773,0.336322873830795,0,0.401639342308044,0.227979272603989,0,-0.478531062602997,7.1921820640564,0.150489091873169,7.87245512008667,336,2454,0,0,1,0.270783513784409,0.170487388968468,0.133741706609726,0.0040837163105607,0,0.0721966177225113,0.00921658985316753,0.919354856014252,0.029224094003439,0.10579377412796,1,718,0.837915658950806,2.72322607040405,51.727481842041,372.033477783203,2675.732421875,0.20179371535778,0,0,0,0,0.213114753365517,0.502590656280518,0.191709846258163,0.461883395910263,0.351867616176605,0.0777202099561691,0.0430107526481152,0.0053763440810144,0.0125448033213615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217040069401264,1,0.752445459365845,0,0.752445459365845,-0.558097302913666,1,1,1,0,0.441270902752876,"novara",0.0333782620728016,0.469212394207716,1,103025,1103025,242089,46.125,8.20840454101562,1.70000004768372,15,1.7,0,0,1.70000004768372,0,0,335,78.418571472168,0,6.56272220611572,3.63903474807739,0,0.212992548942566,0,87.5035018920898,40.08740234375,0,0,1.99026000499725,0.244691699743271,3.75,7.65148019790649,17.712911605835,-2.99573230743408,0.235076203942299,0.676169157028198,0,0,5.67431259155273,4.61721181869507,5.48622035980225,1,0.52999997138977,1,4747.14285714286,0.168656066060066,"Verbano-Cusio-Ossola",1,"PIEMONTE",0.849858403205872,0.0708215311169624,1.63897800445557,0,0,1.63897800445557,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crevolasesia","varallo","novara","piemonte",0,0,0.037531316280365,NA,0.495867788791656,0,0,0,0.0116279069334269,NA,0.622156500816345,0.188524588942528,0.299270063638687,0,0.192857146263123,0.107438020408154,0,-0.541589438915253,5.5683445930481,0.0992366448044777,6.30991840362549,453,1954,0,0,1,0.270783513784409,0.170606076717377,0.0652861222624779,0.00237116659991443,0,0.0306122452020645,0.0306122452020645,1,0.0416534915566444,0.104410365223885,1,718,0.367457926273346,1.91078126430511,31.006462097168,172.654663085938,961.400634765625,0.160583943128586,0,0,0,0,0.257142871618271,0.487603306770325,0.32231405377388,0.540145993232727,0.512468695640564,0.0743801668286324,0.0465116277337074,0,0.0116279069334269,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82716638746206e-05,0,0,0,0,-0.544975519180298,1,1,1,0,0.441389590501785,"novara",0.037531316280365,0.458336472511292,1,2156,1002156,239158,45.7917175292969,8.20840454101562,1.8400000333786,20,1.84,0,0,1.8400000333786,0,0,312,73.4844741821289,3.20846462249756,7.07378387451172,2.59661841392517,0,0.540759742259979,0,89.0095977783203,44.1931381225586,0,0,1.62322294712067,0.240890383720398,4.5,4.96737337112427,20.19948387146,-2.99573230743408,0.307283908128738,0.328183352947235,1,0,5.5898323059082,4.36644554138184,5.35265636444092,1,0.330000013113022,1,7529.14285714286,0.174646928906441,"Vercelli",1,"PIEMONTE",0.431034475564957,0.251436799764633,1.77556145191193,0,0,1.77556145191193,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,NA,0.00381679355233971,-5.5683445930481
"crissolo","saluzzo","cuneo","piemonte",0,0,0,0,0.883928596973419,0,0,0,0.0108191650360823,NA,0.5947185754776,0,0.132653057575226,1,0.0396475754678249,0.00892857182770967,0,0.215376242995262,7.22838830947876,0.118287369608879,8.49780654907227,1318,3841,0.00154559500515461,0,1,0.182714357972145,0.128846019506454,0.0828120335936546,0,0,0.013755158521235,0.00275103165768087,0.853168487548828,0.00565981538966298,0.055108729749918,1,721,0.374041527509689,1.40265572071075,52.2495994567871,377.680389404297,2730.0205078125,0.0204081628471613,0,0,0,0,0.0881057232618332,0.883928596973419,0,0.846938729286194,0.87224668264389,0.107142858207226,0.032457496970892,0.00463678501546383,0.00772797549143434,0.00154559500515461,0,1,0,0,0,0,0,0,0,0,0,1,0.000466134049929678,0,0,0,0,-0.148667588829994,1,0,1,0,0.3115603774786,"cuneo",0,0.883928596973419,1,4156,1004156,229747,44.7084045410156,7.20840454101562,0,13,0,0,0,0,0,0,272,15.5978240966797,0,3.00476717948914,24.1029415130615,0,0,0,76.288444519043,56.6815147399902,0,0,1.08636999130249,0.0251562017947435,12.5,6.7999382019043,17.4467258453369,-2.99573230743408,0.114554598927498,0.23022298514843,0,0,5.71884536743164,NA,NA,0,0,1,72.2857142857143,0.113766744732857,"Cuneo",1,"PIEMONTE",0,0,0,0,0,0,0,0,"ALPESMARITIMAE",1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"croce","como","como","lombardia",0,0,0.0950582474470139,NA,0.422740519046783,0,0,0,0.0449438206851482,NA,1,0.0236482471227646,0.100000001490116,0,0.130750611424446,0.119533523917198,0,-0.88071745634079,5.57215404510498,0.190114066004753,5.6240177154541,203,1500,0,0,1,0.253219872713089,0.15467794239521,0.0611652322113514,0.0100224800407887,0,0,0,0.955056190490723,0.0450074933469296,0.161905214190483,1,719,2.23694396018982,6.36668682098389,31.048900604248,173.009262084961,964.034240722656,0.389743596315384,0,0,0,0,0.358353495597839,0.422740519046783,0.303206980228424,0.510256409645081,0.415837645530701,0.0874635577201843,0.0561797767877579,0.0112359551712871,0.0449438206851482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704019824974,0,0,0,0,-0.331759840250015,1,1,1,0,0.407897815108299,"como",0.0950582474470139,0.32768227159977,3,13145,3013145,241350,46.0417175292969,9.20840454101562,1.74000000953674,15,1.74,0,0,1.74000000953674,0,0,754,75.3391036987305,3.20850348472595,6.30230617523193,8.53614521026611,0,0,0,89.9344863891602,41.7323150634766,0,0,1.81201505661011,0.158660799264908,2.02999997138977,3.56886100769043,23.3248462677002,-2.99573230743408,0.0360841006040573,0.278103083372116,0,0,5.49049139022827,4.16212034225464,5.33656311035156,1,0.189999997615814,1,3224.28571428571,0.181944042444229,"Como",3,"LOMBARDIA",0.151745066046715,0.0758725330233574,1.67705607414246,0,0,1.67705607414246,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crocedimosso","biella","novara","piemonte",0,0,0.0764227658510208,0.0764227658510208,0.22811059653759,0,0,0,0.0231277532875538,NA,0.579671144485474,0.745535731315613,0.767796635627747,1,0.693379819393158,0.435483872890472,0,1.29629623889923,7.71690607070923,0.10908281058073,6.63856792449951,434,2392,0,1,1,0.309135109186172,0.140507772564888,0.0652861222624779,0.00237116659991443,0,1.45019161701202,0.0306513402611017,0.935022056102753,0.0416534915566444,0.104410365223885,1,717,1.10722613334656,4.13752937316895,59.5506401062012,459.546691894531,3546.27856445312,0.0525423735380173,0,0,0,0,0.0609756112098694,0.221198156476021,0.0737327188253403,0.179661020636559,0.169221833348274,0.262672811746597,0.0352422893047333,0.0121145378798246,0.0220264308154583,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000889513699803501,0,0,1,0,-0.74427080154419,1,1,1,0,0.44964288175106,"novara",0.0764227658510208,0.151687830686569,1,96073,1096073,237700,45.625,8.125,1.8400000333786,18,1.84,0,0,1.8400000333786,0,0,220,76.9900665283203,3.42251968383789,6.68784713745117,2.79747772216797,0,0.252716690301895,0,89.9414443969727,45.1446113586426,0,0,1.47333300113678,0.296551406383514,4.34000015258789,3.41779732704163,19.3526725769043,-2.99573230743408,0.180813997983932,0.107931740581989,0,0,5.5892276763916,4.44065523147583,5.31592702865601,1,1.5,1,3812,0.153935804963112,"Biella",1,"PIEMONTE",0.785854637622833,0,1.77556145191193,0,0,1.77556145191193,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crocefieschi","genova","genova","liguria",0,0,0.0162197630852461,NA,0.652849733829498,0,0,0,0.0601092912256718,NA,1,0.0282303914427757,0,0,0.142857149243355,0.129533678293228,0,-1.05090260505676,6.77193546295166,0.128293246030807,7.04053640365601,741,1016,0.00273224036209285,0,1,0.149540349841118,0.0739206150174141,0.107244409620762,0.0277537405490875,0,0.0357142873108387,0.0142857143655419,0.751366138458252,0.0258993692696095,0.0860427767038345,0,719,0.317359566688538,0.423146098852158,45.8591117858887,310.554931640625,2103.05786132812,0.484304934740067,0,0,0,0,0.685714304447174,0.652849733829498,0.129533678293228,0.502242147922516,0.0599707141518593,0.0777202099561691,0.0846994519233704,0.0300546456128359,0.0601092912256718,0.00273224036209285,0,1,0,0,0,0,0,0,0,0,0,0,0.0018945395713672,0,0,1,0,-0.419630169868469,1,1,1,0,0.223460964858532,"genova",0.0162197630852461,0.636629970744252,7,10020,7010020,229091,44.5417175292969,8.95840454101562,1.71000003814697,24,1.71,0,0,1.71000003814697,0,0,133,53.9466667175293,0,4.99860000610352,20.5546379089355,0,3.5460991859436,0,87.1086196899414,47.8036155700684,0,0,0.213931307196617,0.453683018684387,7.42000007629395,2.9990222454071,24.5795211791992,-1.79408776760101,0.0559246018528938,0.190886288881302,0,0,5.18440818786621,4.53806686401367,4.47920894622803,1,4.09999990463257,1,582.142857142857,0.199084460735321,"Genova",7,"LIGURIA",0,0,1.64963746070862,0,0,1.64963746070862,0,0,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
"crocetta","rovigo","rovigo","veneto",0,1,0.230051755905151,NA,0.828358232975006,0,0,0,0.0398009940981865,NA,0.96117639541626,0.013513513840735,0.564766824245453,1,0.183222964406013,0.0447761192917824,0,0.950769662857056,7.5443320274353,0.136507943272591,7.00760078430176,11,22,0,0,1,0.306629836559296,0.156654432415962,0.346942335367203,0.0109493304044008,0,0.0139484982937574,0.00536480685696006,0.769900500774384,0.020442632958293,0.0880605727434158,1,717,1.52558624744415,4.57675886154175,56.9169464111328,429.400329589844,3239.53881835938,0.331606209278107,0,0,0,0,0.304635763168335,0.828358232975006,0.119402982294559,0.103626944124699,0.282089531421661,0,0.0522388070821762,0.0186567157506943,0.0385572127997875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000683531048707664,0,0,0,0,2.22227954864502,1,1,1,0,0.463284268975258,"rovigo",0.230051755905151,0.598306477069855,5,29004,5029004,232601,45.0417175292969,11.4584045410156,5.40000009536743,21,4.81,0.59,4.65,0.159999996423721,0,0.589999973773956,903,76.2118682861328,3.06858491897583,6.69798898696899,3.51422715187073,0,0.28760427236557,1,92.1507873535156,50.0388031005859,0,0,0.612443566322327,0.0749416947364807,0.109999999403954,0.024990389123559,25.3833675384521,-2.99573230743408,0.063083603978157,0.239021092653275,0,0,4.90697336196899,4.02013969421387,4.39969873428345,1,5.67000007629395,1,10832,0.231802731752396,"Rovigo",5,"VENETO",2.45098042488098,0.175070032477379,4.24128723144531,0.0588006749749184,4.08808469772339,0.153202712535858,0,0.0588006749749184,"ITALIA",0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,NA,0.000529100571755761,-7.5443320274353
